scatter energy,scatter locations,absorption energies,absorption locations
0.434187,"[3.4, -5.0, 40.8]",0.239616,"[10.6, 2.7, 39.2]"
0.350268,"[13.4, 0.0, 80.6]",0.0511708,"[0.0, 13.4, 80.6]"
0.340353,"[-13.4, 0.0, 80.6]",0.277777,"[0.0, -13.4, 80.6]"
0.410272,"[3.4, -5.0, 40.8]",0.265102,"[-2.3, -2.2, 41.3]"
0.389275,"[-13.4, 0.0, 80.6]",0.259409,"[0.0, -13.4, 80.6]"
0.353205,"[0.0, -13.4, 80.6]",0.273703,"[13.4, 0.0, 80.6]"
0.36709,"[-13.4, 0.0, 80.6]",0.279356,"[0.0, -13.4, 80.6]"
0.420291,"[0.0, 13.4, 80.6]",0.106695,"[0.0, -13.4, 80.6]"
0.403181,"[0.0, 13.4, 80.6]",0.299145,"[0.0, -13.4, 80.6]"
0.356315,"[0.0, -13.4, 80.6]",0.290385,"[-13.4, 0.0, 80.6]"
0.377321,"[-13.4, 0.0, 80.6]",0.241628,"[0.0, -13.4, 80.6]"
0.276324,"[10.6, 2.7, 39.2]",0.447554,"[-13.4, 0.0, 80.6]"
0.337261,"[-13.4, 0.0, 80.6]",0.25293,"[0.0, -13.4, 80.6]"
0.400951,"[-13.4, 0.0, 80.6]",0.297556,"[13.4, 0.0, 80.6]"
0.361599,"[-13.4, 0.0, 80.6]",0.198581,"[0.0, 13.4, 80.6]"
0.408709,"[0.0, 13.4, 80.6]",0.293583,"[0.0, -13.4, 80.6]"
0.346853,"[-13.4, 0.0, 80.6]",0.298245,"[0.0, -13.4, 80.6]"
0.427363,"[-13.4, 0.0, 80.6]",0.245958,"[13.4, 0.0, 80.6]"
0.416012,"[-13.4, 0.0, 80.6]",0.265627,"[13.4, 0.0, 80.6]"
0.349486,"[-13.4, 0.0, 80.6]",0.326353,"[0.0, 13.4, 80.6]"
0.386252,"[-13.4, 0.0, 80.6]",0.2941,"[0.0, 13.4, 80.6]"
0.34769,"[-13.4, 0.0, 80.6]",0.341465,"[0.0, -13.4, 80.6]"
0.330454,"[-13.4, 0.0, 80.6]",0.343731,"[0.0, -13.4, 80.6]"
0.354873,"[0.0, 13.4, 80.6]",0.242589,"[-13.4, 0.0, 80.6]"
0.371073,"[-13.4, 0.0, 80.6]",0.275445,"[0.0, -13.4, 80.6]"
0.473515,"[13.4, 0.0, 80.6]",0.199366,"[3.4, -5.0, 40.8]"
0.337331,"[13.4, 0.0, 80.6]",0.380328,"[0.0, 13.4, 80.6]"
0.395044,"[0.0, -13.4, 80.6]",0.288452,"[-13.4, 0.0, 80.6]"
0.386845,"[0.0, 13.4, 80.6]",0.293917,"[-13.4, 0.0, 80.6]"
0.425536,"[0.0, 13.4, 80.6]",0.218244,"[13.4, 0.0, 80.6]"
0.43262,"[-13.4, 0.0, 80.6]",0.265821,"[0.0, -13.4, 80.6]"
0.419881,"[-13.4, 0.0, 80.6]",0.264156,"[0.0, 13.4, 80.6]"
0.152831,"[10.6, 2.7, 39.2]",0.403462,"[-13.4, 0.0, 80.6]"
0.330782,"[13.4, 0.0, 80.6]",0.285808,"[0.0, -13.4, 80.6]"
0.128769,"[3.4, -5.0, 40.8]",0.160329,"[0.0, -13.4, 80.6]"
0.336673,"[-13.4, 0.0, 80.6]",0.280944,"[0.0, -13.4, 80.6]"
0.377286,"[0.0, 13.4, 80.6]",0.270596,"[13.4, 0.0, 80.6]"
0.422733,"[-13.4, 0.0, 80.6]",0.0279623,"[0.0, 13.4, 80.6]"
0.176396,"[3.4, -5.0, 40.8]",0.517957,"[0.0, 13.4, 80.6]"
0.396698,"[-13.4, 0.0, 80.6]",0.197143,"[0.0, -13.4, 80.6]"
0.346209,"[0.0, 13.4, 80.6]",0.240819,"[13.4, 0.0, 80.6]"
0.420979,"[13.4, 0.0, 80.6]",0.297799,"[0.0, -13.4, 80.6]"
0.0776015,"[3.4, -5.0, 40.8]",0.609039,"[0.0, -13.4, 80.6]"
0.358218,"[-13.4, 0.0, 80.6]",0.289048,"[0.0, 13.4, 80.6]"
0.380352,"[0.0, 13.4, 80.6]",0.317482,"[-13.4, 0.0, 80.6]"
0.407261,"[-13.4, 0.0, 80.6]",0.299385,"[0.0, -13.4, 80.6]"
0.339957,"[0.0, 13.4, 80.6]",0.253841,"[13.4, 0.0, 80.6]"
0.39841,"[-13.4, 0.0, 80.6]",0.29734,"[0.0, 13.4, 80.6]"
0.350411,"[-13.4, 0.0, 80.6]",0.288928,"[13.4, 0.0, 80.6]"
0.175735,"[10.6, 2.7, 39.2]",0.0107046,"[0.0, -13.4, 80.6]"
0.336451,"[-13.4, 0.0, 80.6]",0.303655,"[0.0, 13.4, 80.6]"
0.110488,"[10.6, 2.7, 39.2]",0.223018,"[0.0, -13.4, 80.6]"
0.405553,"[-13.4, 0.0, 80.6]",0.199183,"[0.0, -13.4, 80.6]"
0.128918,"[3.4, -5.0, 40.8]",0.562712,"[13.4, 0.0, 80.6]"
0.362252,"[-13.4, 0.0, 80.6]",0.0271679,"[0.0, 13.4, 80.6]"
0.393122,"[0.0, -13.4, 80.6]",0.115063,"[-13.4, 0.0, 80.6]"
0.381883,"[0.0, -13.4, 80.6]",0.0997947,"[13.4, 0.0, 80.6]"
0.384814,"[-13.4, 0.0, 80.6]",0.238325,"[0.0, -13.4, 80.6]"
0.359012,"[-13.4, 0.0, 80.6]",0.288875,"[0.0, 13.4, 80.6]"
0.415523,"[-13.4, 0.0, 80.6]",0.347368,"[13.4, 0.0, 80.6]"
0.360257,"[0.0, -13.4, 80.6]",0.267617,"[13.4, 0.0, 80.6]"
0.331792,"[0.0, 13.4, 80.6]",0.348359,"[-13.4, 0.0, 80.6]"
0.339723,"[0.0, 13.4, 80.6]",0.0798992,"[-13.4, 0.0, 80.6]"
0.329615,"[-13.4, 0.0, 80.6]",0.353641,"[0.0, 13.4, 80.6]"
0.392816,"[13.4, 0.0, 80.6]",0.112339,"[0.0, 13.4, 80.6]"
0.362026,"[0.0, -13.4, 80.6]",0.311826,"[-13.4, 0.0, 80.6]"
0.410489,"[0.0, -13.4, 80.6]",0.172277,"[-13.4, 0.0, 80.6]"
0.37181,"[0.0, -13.4, 80.6]",0.278754,"[-13.4, 0.0, 80.6]"
0.356167,"[13.4, 0.0, 80.6]",0.324855,"[0.0, -13.4, 80.6]"
0.344091,"[0.0, 13.4, 80.6]",0.284171,"[-13.4, 0.0, 80.6]"
0.419256,"[-13.4, 0.0, 80.6]",0.210442,"[0.0, 13.4, 80.6]"
0.116022,"[10.6, 2.7, 39.2]",0.534517,"[13.4, 0.0, 80.6]"
0.402755,"[-3.2, 3.5, 39.6]",0.229111,"[-2.3, -2.2, 41.3]"
0.366002,"[13.4, 0.0, 80.6]",0.31671,"[-13.4, 0.0, 80.6]"
0.396707,"[0.0, 13.4, 80.6]",0.243865,"[13.4, 0.0, 80.6]"
0.376513,"[0.0, -13.4, 80.6]",0.305952,"[13.4, 0.0, 80.6]"
0.469562,"[0.0, -13.4, 80.6]",0.268843,"[10.6, 2.7, 39.2]"
0.362807,"[0.0, 13.4, 80.6]",0.247516,"[-13.4, 0.0, 80.6]"
0.422233,"[10.6, 2.7, 39.2]",0.212638,"[3.4, -5.0, 40.8]"
0.348014,"[0.0, 13.4, 80.6]",0.192044,"[-13.4, 0.0, 80.6]"
0.36067,"[0.0, 13.4, 80.6]",0.316865,"[-13.4, 0.0, 80.6]"
0.34628,"[13.4, 0.0, 80.6]",0.280684,"[0.0, -13.4, 80.6]"
0.357832,"[-13.4, 0.0, 80.6]",0.287544,"[0.0, 13.4, 80.6]"
0.37629,"[0.0, 13.4, 80.6]",0.25756,"[-13.4, 0.0, 80.6]"
0.416235,"[-13.4, 0.0, 80.6]",0.282712,"[13.4, 0.0, 80.6]"
0.345175,"[0.0, 13.4, 80.6]",0.299674,"[-13.4, 0.0, 80.6]"
0.18766,"[3.4, -5.0, 40.8]",0.152304,"[0.0, 13.4, 80.6]"
0.362067,"[-13.4, 0.0, 80.6]",0.116201,"[0.0, 13.4, 80.6]"
0.402478,"[-13.4, 0.0, 80.6]",0.288654,"[0.0, 13.4, 80.6]"
0.370979,"[-13.4, 0.0, 80.6]",0.129223,"[0.0, 13.4, 80.6]"
0.344437,"[0.0, 13.4, 80.6]",0.304952,"[13.4, 0.0, 80.6]"
0.385798,"[13.4, 0.0, 80.6]",0.326412,"[0.0, -13.4, 80.6]"
0.361952,"[0.0, -13.4, 80.6]",0.269151,"[-13.4, 0.0, 80.6]"
0.338967,"[0.0, 13.4, 80.6]",0.18255,"[-13.4, 0.0, 80.6]"
0.417452,"[-13.4, 0.0, 80.6]",0.227212,"[0.0, 13.4, 80.6]"
0.377671,"[0.0, 13.4, 80.6]",0.0566567,"[13.4, 0.0, 80.6]"
0.400596,"[0.0, -13.4, 80.6]",0.244956,"[13.4, 0.0, 80.6]"
0.352516,"[13.4, 0.0, 80.6]",0.276747,"[-13.4, 0.0, 80.6]"
0.399313,"[-13.4, 0.0, 80.6]",0.274867,"[0.0, 13.4, 80.6]"
0.355121,"[-13.4, 0.0, 80.6]",0.0216744,"[0.0, 13.4, 80.6]"
0.0545307,"[10.6, 2.7, 39.2]",0.4414,"[13.4, 0.0, 80.6]"
0.339185,"[-13.4, 0.0, 80.6]",0.344964,"[0.0, -13.4, 80.6]"
0.399344,"[-13.4, 0.0, 80.6]",0.285605,"[0.0, 13.4, 80.6]"
0.400276,"[0.0, 13.4, 80.6]",0.0467013,"[13.4, 0.0, 80.6]"
0.0199534,"[-2.3, -2.2, 41.3]",0.145541,"[0.0, 13.4, 80.6]"
0.399803,"[0.0, 13.4, 80.6]",0.286676,"[13.4, 0.0, 80.6]"
0.348536,"[-13.4, 0.0, 80.6]",0.271641,"[13.4, 0.0, 80.6]"
0.371357,"[13.4, 0.0, 80.6]",0.232747,"[0.0, 13.4, 80.6]"
0.350681,"[-13.4, 0.0, 80.6]",0.29884,"[0.0, -13.4, 80.6]"
0.333745,"[0.0, -13.4, 80.6]",0.348208,"[13.4, 0.0, 80.6]"
0.34449,"[13.4, 0.0, 80.6]",0.332855,"[0.0, -13.4, 80.6]"
0.0443138,"[3.4, -5.0, 40.8]",0.309602,"[0.0, 13.4, 80.6]"
0.414338,"[-2.3, -2.2, 41.3]",0.0384163,"[-3.2, 3.5, 39.6]"
0.39356,"[0.0, -13.4, 80.6]",0.201474,"[13.4, 0.0, 80.6]"
0.398523,"[10.6, 2.7, 39.2]",0.162459,"[-2.3, -2.2, 41.3]"
0.360825,"[0.0, 13.4, 80.6]",0.337932,"[13.4, 0.0, 80.6]"
0.34498,"[-13.4, 0.0, 80.6]",0.0315496,"[0.0, -13.4, 80.6]"
0.365128,"[0.0, 13.4, 80.6]",0.233907,"[13.4, 0.0, 80.6]"
0.354077,"[0.0, -13.4, 80.6]",0.287641,"[13.4, 0.0, 80.6]"
0.373697,"[13.4, 0.0, 80.6]",0.0191534,"[0.0, -13.4, 80.6]"
0.369644,"[13.4, 0.0, 80.6]",0.0795734,"[0.0, 13.4, 80.6]"
0.433446,"[-13.4, 0.0, 80.6]",0.218148,"[0.0, 13.4, 80.6]"
0.372235,"[-13.4, 0.0, 80.6]",0.238882,"[0.0, -13.4, 80.6]"
0.34371,"[-13.4, 0.0, 80.6]",0.052843,"[0.0, 13.4, 80.6]"
0.420891,"[-13.4, 0.0, 80.6]",0.0883778,"[13.4, 0.0, 80.6]"
0.382215,"[0.0, 13.4, 80.6]",0.192604,"[13.4, 0.0, 80.6]"
0.183026,"[10.6, 2.7, 39.2]",0.213303,"[0.0, -13.4, 80.6]"
0.410629,"[0.0, -13.4, 80.6]",0.104662,"[-13.4, 0.0, 80.6]"
0.340421,"[13.4, 0.0, 80.6]",0.303125,"[0.0, -13.4, 80.6]"
0.131056,"[10.6, 2.7, 39.2]",0.172387,"[0.0, 13.4, 80.6]"
0.418019,"[-13.4, 0.0, 80.6]",0.267015,"[0.0, 13.4, 80.6]"
0.375618,"[-13.4, 0.0, 80.6]",0.232291,"[0.0, -13.4, 80.6]"
0.384971,"[13.4, 0.0, 80.6]",0.0942609,"[0.0, 13.4, 80.6]"
0.373976,"[0.0, -13.4, 80.6]",0.309705,"[13.4, 0.0, 80.6]"
0.425556,"[-13.4, 0.0, 80.6]",0.212302,"[13.4, 0.0, 80.6]"
0.378006,"[0.0, 13.4, 80.6]",0.251296,"[-13.4, 0.0, 80.6]"
0.399549,"[0.0, 13.4, 80.6]",0.274238,"[-13.4, 0.0, 80.6]"
0.0351713,"[10.6, 2.7, 39.2]",0.313003,"[13.4, 0.0, 80.6]"
0.376517,"[0.0, 13.4, 80.6]",0.305242,"[-13.4, 0.0, 80.6]"
0.439361,"[0.0, -13.4, 80.6]",0.266015,"[13.4, 0.0, 80.6]"
0.350613,"[0.0, 13.4, 80.6]",0.330835,"[0.0, -13.4, 80.6]"
0.414634,"[-13.4, 0.0, 80.6]",0.232378,"[0.0, 13.4, 80.6]"
0.338109,"[13.4, 0.0, 80.6]",0.233877,"[0.0, -13.4, 80.6]"
0.181163,"[10.6, 2.7, 39.2]",0.431757,"[0.0, -13.4, 80.6]"
0.356004,"[0.0, -13.4, 80.6]",0.323522,"[0.0, 13.4, 80.6]"
0.362487,"[0.0, 13.4, 80.6]",0.0519869,"[0.0, -13.4, 80.6]"
0.423026,"[0.0, -13.4, 80.6]",0.255124,"[0.0, 13.4, 80.6]"
0.135624,"[3.4, -5.0, 40.8]",0.0749582,"[0.0, -13.4, 80.6]"
0.361688,"[-13.4, 0.0, 80.6]",0.288498,"[0.0, 13.4, 80.6]"
0.370696,"[-13.4, 0.0, 80.6]",0.262745,"[0.0, -13.4, 80.6]"
0.385255,"[-13.4, 0.0, 80.6]",0.0183929,"[0.0, -13.4, 80.6]"
0.397299,"[0.0, 13.4, 80.6]",0.3067,"[-13.4, 0.0, 80.6]"
0.344562,"[0.0, -13.4, 80.6]",0.303464,"[13.4, 0.0, 80.6]"
0.410952,"[13.4, 0.0, 80.6]",0.261787,"[0.0, -13.4, 80.6]"
0.408306,"[-13.4, 0.0, 80.6]",0.310126,"[13.4, 0.0, 80.6]"
0.426524,"[0.0, -13.4, 80.6]",0.224763,"[-13.4, 0.0, 80.6]"
0.0713867,"[3.4, -5.0, 40.8]",0.360262,"[0.0, -13.4, 80.6]"
0.336098,"[0.0, 13.4, 80.6]",0.0582074,"[-13.4, 0.0, 80.6]"
0.0566087,"[10.6, 2.7, 39.2]",0.573571,"[0.0, 13.4, 80.6]"
0.388032,"[-13.4, 0.0, 80.6]",0.300061,"[0.0, 13.4, 80.6]"
0.415942,"[0.0, -13.4, 80.6]",0.165327,"[-13.4, 0.0, 80.6]"
0.442235,"[-13.4, 0.0, 80.6]",0.246337,"[13.4, 0.0, 80.6]"
0.211835,"[10.6, 2.7, 39.2]",0.243028,"[0.0, -13.4, 80.6]"
0.367665,"[13.4, 0.0, 80.6]",0.251701,"[0.0, -13.4, 80.6]"
0.394698,"[0.0, 13.4, 80.6]",0.24177,"[13.4, 0.0, 80.6]"
0.421471,"[0.0, 13.4, 80.6]",0.27164,"[-13.4, 0.0, 80.6]"
0.393846,"[13.4, 0.0, 80.6]",0.247069,"[0.0, -13.4, 80.6]"
0.33038,"[0.0, -13.4, 80.6]",0.126121,"[-13.4, 0.0, 80.6]"
0.415221,"[0.0, 13.4, 80.6]",0.217743,"[0.0, -13.4, 80.6]"
0.329933,"[0.0, 13.4, 80.6]",0.302658,"[-13.4, 0.0, 80.6]"
0.338098,"[13.4, 0.0, 80.6]",0.0484515,"[0.0, 13.4, 80.6]"
0.397734,"[0.0, 13.4, 80.6]",0.24158,"[13.4, 0.0, 80.6]"
0.345908,"[13.4, 0.0, 80.6]",0.2823,"[-13.4, 0.0, 80.6]"
0.334954,"[13.4, 0.0, 80.6]",0.363959,"[0.0, -13.4, 80.6]"
0.339122,"[0.0, -13.4, 80.6]",0.131311,"[-13.4, 0.0, 80.6]"
0.377416,"[0.0, 13.4, 80.6]",0.240417,"[13.4, 0.0, 80.6]"
0.204564,"[10.6, 2.7, 39.2]",0.500675,"[-13.4, 0.0, 80.6]"
0.177453,"[10.6, 2.7, 39.2]",0.362976,"[-13.4, 0.0, 80.6]"
0.373013,"[13.4, 0.0, 80.6]",0.152456,"[0.0, 13.4, 80.6]"
0.203736,"[10.6, 2.7, 39.2]",0.51079,"[0.0, -13.4, 80.6]"
0.426305,"[-13.4, 0.0, 80.6]",0.178855,"[0.0, -13.4, 80.6]"
0.434749,"[0.0, 13.4, 80.6]",0.20902,"[-13.4, 0.0, 80.6]"
0.346057,"[-13.4, 0.0, 80.6]",0.294348,"[0.0, 13.4, 80.6]"
0.349476,"[-13.4, 0.0, 80.6]",0.334449,"[0.0, 13.4, 80.6]"
0.374243,"[0.0, -13.4, 80.6]",0.302326,"[-13.4, 0.0, 80.6]"
0.396506,"[13.4, 0.0, 80.6]",0.159612,"[0.0, -13.4, 80.6]"
0.337835,"[-13.4, 0.0, 80.6]",0.252556,"[0.0, 13.4, 80.6]"
0.344112,"[13.4, 0.0, 80.6]",0.0504896,"[0.0, 13.4, 80.6]"
0.370626,"[13.4, 0.0, 80.6]",0.10006,"[0.0, 13.4, 80.6]"
0.334997,"[13.4, 0.0, 80.6]",0.303723,"[0.0, 13.4, 80.6]"
0.394408,"[0.0, 13.4, 80.6]",0.232678,"[13.4, 0.0, 80.6]"
0.388959,"[-13.4, 0.0, 80.6]",0.238783,"[0.0, -13.4, 80.6]"
0.413021,"[10.6, 2.7, 39.2]",0.0671308,"[-2.3, -2.2, 41.3]"
0.188543,"[3.4, -5.0, 40.8]",0.32938,"[-13.4, 0.0, 80.6]"
0.405805,"[0.0, 13.4, 80.6]",0.309798,"[-13.4, 0.0, 80.6]"
0.361528,"[-13.4, 0.0, 80.6]",0.285818,"[0.0, 13.4, 80.6]"
0.353538,"[13.4, 0.0, 80.6]",0.230446,"[0.0, 13.4, 80.6]"
0.341773,"[0.0, 13.4, 80.6]",0.309066,"[-13.4, 0.0, 80.6]"
0.117526,"[10.6, 2.7, 39.2]",0.0761137,"[0.0, 13.4, 80.6]"
0.358273,"[0.0, 13.4, 80.6]",0.2805,"[0.0, -13.4, 80.6]"
0.328322,"[-13.4, 0.0, 80.6]",0.303092,"[0.0, -13.4, 80.6]"
0.0641742,"[10.6, 2.7, 39.2]",0.630858,"[0.0, 13.4, 80.6]"
0.401518,"[0.0, 13.4, 80.6]",0.29321,"[0.0, -13.4, 80.6]"
0.408138,"[13.4, 0.0, 80.6]",0.28946,"[0.0, 13.4, 80.6]"
0.404622,"[0.0, -13.4, 80.6]",0.29297,"[13.4, 0.0, 80.6]"
0.373574,"[-13.4, 0.0, 80.6]",0.164702,"[0.0, 13.4, 80.6]"
0.335625,"[13.4, 0.0, 80.6]",0.313825,"[0.0, 13.4, 80.6]"
0.424148,"[-13.4, 0.0, 80.6]",0.278828,"[0.0, -13.4, 80.6]"
0.433314,"[0.0, 13.4, 80.6]",0.311265,"[13.4, 0.0, 80.6]"
0.366599,"[-13.4, 0.0, 80.6]",0.106691,"[0.0, -13.4, 80.6]"
0.40907,"[-13.4, 0.0, 80.6]",0.283673,"[0.0, -13.4, 80.6]"
0.384638,"[-13.4, 0.0, 80.6]",0.235091,"[13.4, 0.0, 80.6]"
0.427188,"[-13.4, 0.0, 80.6]",0.272029,"[0.0, -13.4, 80.6]"
0.423081,"[10.6, 2.7, 39.2]",0.250655,"[3.4, -5.0, 40.8]"
0.351162,"[0.0, -13.4, 80.6]",0.257276,"[13.4, 0.0, 80.6]"
0.379718,"[0.0, -13.4, 80.6]",0.29312,"[0.0, 13.4, 80.6]"
0.396674,"[0.0, 13.4, 80.6]",0.25069,"[0.0, -13.4, 80.6]"
0.381302,"[13.4, 0.0, 80.6]",0.158931,"[0.0, 13.4, 80.6]"
0.439595,"[13.4, 0.0, 80.6]",0.271958,"[-13.4, 0.0, 80.6]"
0.404525,"[-13.4, 0.0, 80.6]",0.201842,"[0.0, -13.4, 80.6]"
0.348639,"[13.4, 0.0, 80.6]",0.287119,"[0.0, -13.4, 80.6]"
0.175888,"[3.4, -5.0, 40.8]",0.150716,"[0.0, 13.4, 80.6]"
0.222986,"[10.6, 2.7, 39.2]",0.394308,"[0.0, -13.4, 80.6]"
0.386083,"[13.4, 0.0, 80.6]",0.216616,"[0.0, -13.4, 80.6]"
0.319705,"[10.6, 2.7, 39.2]",0.139851,"[0.0, -13.4, 80.6]"
0.361638,"[13.4, 0.0, 80.6]",0.324013,"[0.0, -13.4, 80.6]"
0.3871,"[0.0, 13.4, 80.6]",0.315053,"[13.4, 0.0, 80.6]"
0.380652,"[-13.4, 0.0, 80.6]",0.24491,"[0.0, 13.4, 80.6]"
0.342402,"[0.0, -13.4, 80.6]",0.309277,"[13.4, 0.0, 80.6]"
0.35676,"[0.0, -13.4, 80.6]",0.29082,"[13.4, 0.0, 80.6]"
0.409785,"[13.4, 0.0, 80.6]",0.200042,"[0.0, -13.4, 80.6]"
0.408204,"[0.0, 13.4, 80.6]",0.279976,"[13.4, 0.0, 80.6]"
0.328707,"[0.0, 13.4, 80.6]",0.305223,"[-13.4, 0.0, 80.6]"
0.119076,"[3.4, -5.0, 40.8]",0.0736419,"[13.4, 0.0, 80.6]"
0.436973,"[13.4, 0.0, 80.6]",0.240817,"[0.0, -13.4, 80.6]"
0.334,"[-13.4, 0.0, 80.6]",0.219465,"[0.0, -13.4, 80.6]"
0.354578,"[-13.4, 0.0, 80.6]",0.28506,"[0.0, -13.4, 80.6]"
0.364477,"[13.4, 0.0, 80.6]",0.332886,"[-13.4, 0.0, 80.6]"
0.385012,"[13.4, 0.0, 80.6]",0.305184,"[0.0, -13.4, 80.6]"
0.42377,"[0.0, 13.4, 80.6]",0.254173,"[-13.4, 0.0, 80.6]"
0.331323,"[-13.4, 0.0, 80.6]",0.358722,"[0.0, -13.4, 80.6]"
0.354753,"[0.0, 13.4, 80.6]",0.354528,"[13.4, 0.0, 80.6]"
0.35927,"[-13.4, 0.0, 80.6]",0.348786,"[0.0, 13.4, 80.6]"
0.154417,"[3.4, -5.0, 40.8]",0.539622,"[0.0, 13.4, 80.6]"
0.370646,"[0.0, -13.4, 80.6]",0.252889,"[13.4, 0.0, 80.6]"
0.352225,"[0.0, 13.4, 80.6]",0.275903,"[-13.4, 0.0, 80.6]"
0.141895,"[10.6, 2.7, 39.2]",0.569962,"[13.4, 0.0, 80.6]"
0.371585,"[-13.4, 0.0, 80.6]",0.301711,"[13.4, 0.0, 80.6]"
0.356455,"[-13.4, 0.0, 80.6]",0.29474,"[0.0, -13.4, 80.6]"
0.358724,"[0.0, 13.4, 80.6]",0.25945,"[-13.4, 0.0, 80.6]"
0.397748,"[0.0, -13.4, 80.6]",0.0920191,"[13.4, 0.0, 80.6]"
0.435041,"[0.0, -13.4, 80.6]",0.269396,"[13.4, 0.0, 80.6]"
0.414454,"[0.0, 13.4, 80.6]",0.277623,"[13.4, 0.0, 80.6]"
0.383658,"[13.4, 0.0, 80.6]",0.330559,"[0.0, -13.4, 80.6]"
0.339091,"[13.4, 0.0, 80.6]",0.028077,"[0.0, 13.4, 80.6]"
0.0184152,"[-2.3, -2.2, 41.3]",0.457606,"[0.0, -13.4, 80.6]"
0.373747,"[0.0, 13.4, 80.6]",0.310022,"[-13.4, 0.0, 80.6]"
0.360033,"[0.0, 13.4, 80.6]",0.324796,"[-13.4, 0.0, 80.6]"
0.436867,"[0.0, 13.4, 80.6]",0.243665,"[-13.4, 0.0, 80.6]"
0.385364,"[0.0, 13.4, 80.6]",0.329486,"[0.0, -13.4, 80.6]"
0.130135,"[10.6, 2.7, 39.2]",0.566564,"[0.0, 13.4, 80.6]"
0.0401521,"[10.6, 2.7, 39.2]",0.398686,"[13.4, 0.0, 80.6]"
0.474155,"[-13.4, 0.0, 80.6]",0.0775589,"[-2.3, -2.2, 41.3]"
0.404859,"[3.4, -5.0, 40.8]",0.110397,"[-3.2, 3.5, 39.6]"
0.366821,"[0.0, 13.4, 80.6]",0.0918504,"[-13.4, 0.0, 80.6]"
0.347471,"[-13.4, 0.0, 80.6]",0.294507,"[0.0, 13.4, 80.6]"
0.429227,"[0.0, 13.4, 80.6]",0.267705,"[0.0, -13.4, 80.6]"
0.346932,"[13.4, 0.0, 80.6]",0.277488,"[0.0, 13.4, 80.6]"
0.368671,"[0.0, -13.4, 80.6]",0.30365,"[13.4, 0.0, 80.6]"
0.431799,"[0.0, 13.4, 80.6]",0.267663,"[13.4, 0.0, 80.6]"
0.392392,"[0.0, 13.4, 80.6]",0.234564,"[0.0, -13.4, 80.6]"
0.137653,"[3.4, -5.0, 40.8]",0.335417,"[-13.4, 0.0, 80.6]"
0.365802,"[0.0, -13.4, 80.6]",0.268284,"[0.0, 13.4, 80.6]"
0.4017,"[0.0, -13.4, 80.6]",0.220034,"[13.4, 0.0, 80.6]"
0.107198,"[3.4, -5.0, 40.8]",0.568692,"[13.4, 0.0, 80.6]"
0.434826,"[-13.4, 0.0, 80.6]",0.21371,"[0.0, 13.4, 80.6]"
0.353421,"[-13.4, 0.0, 80.6]",0.351002,"[0.0, -13.4, 80.6]"
0.406186,"[0.0, -13.4, 80.6]",0.223143,"[13.4, 0.0, 80.6]"
0.427795,"[0.0, 13.4, 80.6]",0.217882,"[0.0, -13.4, 80.6]"
0.435537,"[0.0, -13.4, 80.6]",0.284665,"[13.4, 0.0, 80.6]"
0.354014,"[-13.4, 0.0, 80.6]",0.339351,"[0.0, -13.4, 80.6]"
0.356754,"[13.4, 0.0, 80.6]",0.27063,"[0.0, 13.4, 80.6]"
0.374905,"[0.0, 13.4, 80.6]",0.256354,"[13.4, 0.0, 80.6]"
0.398538,"[-13.4, 0.0, 80.6]",0.209903,"[0.0, 13.4, 80.6]"
0.388883,"[-13.4, 0.0, 80.6]",0.310502,"[0.0, 13.4, 80.6]"
0.434409,"[10.6, 2.7, 39.2]",0.248106,"[3.4, -5.0, 40.8]"
0.390655,"[-13.4, 0.0, 80.6]",0.28464,"[0.0, -13.4, 80.6]"
0.403754,"[13.4, 0.0, 80.6]",0.276466,"[0.0, -13.4, 80.6]"
0.379257,"[0.0, -13.4, 80.6]",0.318926,"[0.0, 13.4, 80.6]"
0.349506,"[-13.4, 0.0, 80.6]",0.296707,"[0.0, -13.4, 80.6]"
0.339999,"[13.4, 0.0, 80.6]",0.293615,"[0.0, -13.4, 80.6]"
0.39254,"[-13.4, 0.0, 80.6]",0.219874,"[0.0, 13.4, 80.6]"
0.329721,"[0.0, -13.4, 80.6]",0.266923,"[-13.4, 0.0, 80.6]"
0.348244,"[0.0, 13.4, 80.6]",0.2674,"[13.4, 0.0, 80.6]"
0.17421,"[3.4, -5.0, 40.8]",0.51471,"[-13.4, 0.0, 80.6]"
0.380239,"[0.0, 13.4, 80.6]",0.265695,"[13.4, 0.0, 80.6]"
0.403043,"[0.0, -13.4, 80.6]",0.248514,"[13.4, 0.0, 80.6]"
0.362735,"[-13.4, 0.0, 80.6]",0.200162,"[13.4, 0.0, 80.6]"
0.391443,"[0.0, -13.4, 80.6]",0.223281,"[13.4, 0.0, 80.6]"
0.402438,"[0.0, 13.4, 80.6]",0.207409,"[0.0, -13.4, 80.6]"
0.343386,"[0.0, 13.4, 80.6]",0.267508,"[0.0, -13.4, 80.6]"
0.411901,"[0.0, -13.4, 80.6]",0.281575,"[-13.4, 0.0, 80.6]"
0.347217,"[0.0, -13.4, 80.6]",0.0973679,"[-13.4, 0.0, 80.6]"
0.413708,"[0.0, -13.4, 80.6]",0.134396,"[13.4, 0.0, 80.6]"
0.344235,"[0.0, -13.4, 80.6]",0.304676,"[-13.4, 0.0, 80.6]"
0.398879,"[-13.4, 0.0, 80.6]",0.305468,"[13.4, 0.0, 80.6]"
