scatter energy,scatter locations,absorption energies,absorption locations
0.388218,"[3.4, -5.0, 40.8]",0.208987,"[10.6, 2.7, 39.2]"
0.383575,"[-13.4, 0.0, 80.6]",0.192377,"[13.4, 0.0, 80.6]"
0.037745,"[-2.3, -2.2, 41.3]",0.0358521,"[-13.4, 0.0, 80.6]"
0.409878,"[0.0, -13.4, 80.6]",0.233093,"[-13.4, 0.0, 80.6]"
0.329397,"[-13.4, 0.0, 80.6]",0.390755,"[0.0, -13.4, 80.6]"
0.348937,"[0.0, -13.4, 80.6]",0.268417,"[13.4, 0.0, 80.6]"
0.365218,"[-13.4, 0.0, 80.6]",0.314691,"[0.0, -13.4, 80.6]"
0.432582,"[-13.4, 0.0, 80.6]",0.254412,"[13.4, 0.0, 80.6]"
0.0524051,"[-2.3, -2.2, 41.3]",0.0096412,"[0.0, -13.4, 80.6]"
0.378503,"[0.0, -13.4, 80.6]",0.326138,"[13.4, 0.0, 80.6]"
0.37657,"[13.4, 0.0, 80.6]",0.333862,"[-13.4, 0.0, 80.6]"
0.417366,"[0.0, 13.4, 80.6]",0.301998,"[13.4, 0.0, 80.6]"
0.379395,"[0.0, 13.4, 80.6]",0.260463,"[-13.4, 0.0, 80.6]"
0.399618,"[0.0, -13.4, 80.6]",0.287704,"[-13.4, 0.0, 80.6]"
0.404084,"[0.0, 13.4, 80.6]",0.191988,"[0.0, -13.4, 80.6]"
0.36321,"[0.0, 13.4, 80.6]",0.317894,"[-13.4, 0.0, 80.6]"
0.377228,"[13.4, 0.0, 80.6]",0.274582,"[0.0, 13.4, 80.6]"
0.370662,"[13.4, 0.0, 80.6]",0.209273,"[0.0, -13.4, 80.6]"
0.359975,"[0.0, 13.4, 80.6]",0.118592,"[13.4, 0.0, 80.6]"
0.391422,"[13.4, 0.0, 80.6]",0.322127,"[-13.4, 0.0, 80.6]"
0.360957,"[13.4, 0.0, 80.6]",0.282601,"[-13.4, 0.0, 80.6]"
0.354542,"[0.0, 13.4, 80.6]",0.0820391,"[13.4, 0.0, 80.6]"
0.328356,"[0.0, 13.4, 80.6]",0.320192,"[-13.4, 0.0, 80.6]"
0.414588,"[-13.4, 0.0, 80.6]",0.286585,"[0.0, 13.4, 80.6]"
0.385601,"[0.0, -13.4, 80.6]",0.31737,"[0.0, 13.4, 80.6]"
0.358385,"[0.0, -13.4, 80.6]",0.255905,"[0.0, 13.4, 80.6]"
0.373642,"[0.0, -13.4, 80.6]",0.264913,"[0.0, 13.4, 80.6]"
0.343127,"[0.0, 13.4, 80.6]",0.182053,"[0.0, -13.4, 80.6]"
0.332542,"[-13.4, 0.0, 80.6]",0.315401,"[0.0, -13.4, 80.6]"
0.34069,"[0.0, 13.4, 80.6]",0.237627,"[13.4, 0.0, 80.6]"
0.109151,"[-3.2, 3.5, 39.6]",0.423771,"[13.4, 0.0, 80.6]"
0.287408,"[10.6, 2.7, 39.2]",0.249176,"[0.0, 13.4, 80.6]"
0.343672,"[13.4, 0.0, 80.6]",0.263853,"[-13.4, 0.0, 80.6]"
0.345449,"[0.0, -13.4, 80.6]",0.29668,"[0.0, 13.4, 80.6]"
0.264372,"[10.6, 2.7, 39.2]",0.358552,"[0.0, 13.4, 80.6]"
0.342141,"[13.4, 0.0, 80.6]",0.295226,"[-13.4, 0.0, 80.6]"
0.340223,"[13.4, 0.0, 80.6]",0.348678,"[0.0, -13.4, 80.6]"
0.404795,"[13.4, 0.0, 80.6]",0.234838,"[0.0, -13.4, 80.6]"
0.401648,"[0.0, -13.4, 80.6]",0.196573,"[-13.4, 0.0, 80.6]"
0.100566,"[-3.2, 3.5, 39.6]",0.137548,"[0.0, 13.4, 80.6]"
0.406621,"[13.4, 0.0, 80.6]",0.294566,"[0.0, 13.4, 80.6]"
0.334507,"[0.0, -13.4, 80.6]",0.0769034,"[-13.4, 0.0, 80.6]"
0.336054,"[-13.4, 0.0, 80.6]",0.346163,"[0.0, -13.4, 80.6]"
0.379433,"[13.4, 0.0, 80.6]",0.27167,"[0.0, 13.4, 80.6]"
0.0589616,"[-2.3, -2.2, 41.3]",0.623352,"[0.0, -13.4, 80.6]"
0.422507,"[0.0, -13.4, 80.6]",0.275306,"[13.4, 0.0, 80.6]"
0.343751,"[0.0, 13.4, 80.6]",0.261146,"[-13.4, 0.0, 80.6]"
0.402494,"[0.0, -13.4, 80.6]",0.27329,"[-13.4, 0.0, 80.6]"
0.383858,"[0.0, -13.4, 80.6]",0.303335,"[-13.4, 0.0, 80.6]"
0.385711,"[13.4, 0.0, 80.6]",0.224824,"[0.0, 13.4, 80.6]"
0.194588,"[-2.3, -2.2, 41.3]",0.505687,"[0.0, 13.4, 80.6]"
0.352717,"[13.4, 0.0, 80.6]",0.281678,"[0.0, -13.4, 80.6]"
0.420873,"[13.4, 0.0, 80.6]",0.26893,"[0.0, 13.4, 80.6]"
0.421127,"[13.4, 0.0, 80.6]",0.264464,"[0.0, -13.4, 80.6]"
0.393839,"[0.0, -13.4, 80.6]",0.234104,"[0.0, 13.4, 80.6]"
0.0845124,"[-3.2, 3.5, 39.6]",0.0633763,"[0.0, 13.4, 80.6]"
0.354618,"[13.4, 0.0, 80.6]",0.377862,"[0.0, -13.4, 80.6]"
0.0614443,"[-3.2, 3.5, 39.6]",0.0495177,"[13.4, 0.0, 80.6]"
0.209101,"[-2.3, -2.2, 41.3]",0.49585,"[0.0, 13.4, 80.6]"
0.392606,"[0.0, 13.4, 80.6]",0.25143,"[13.4, 0.0, 80.6]"
0.421681,"[0.0, 13.4, 80.6]",0.279063,"[-13.4, 0.0, 80.6]"
0.423804,"[13.4, 0.0, 80.6]",0.213116,"[-13.4, 0.0, 80.6]"
0.0547017,"[-2.3, -2.2, 41.3]",0.204684,"[0.0, -13.4, 80.6]"
0.371037,"[-13.4, 0.0, 80.6]",0.315088,"[0.0, -13.4, 80.6]"
0.349628,"[-13.4, 0.0, 80.6]",0.0590452,"[0.0, 13.4, 80.6]"
0.384453,"[0.0, 13.4, 80.6]",0.204912,"[0.0, -13.4, 80.6]"
0.33093,"[13.4, 0.0, 80.6]",0.356241,"[0.0, -13.4, 80.6]"
0.435621,"[0.0, -13.4, 80.6]",0.256812,"[0.0, 13.4, 80.6]"
0.378119,"[0.0, -13.4, 80.6]",0.270877,"[-13.4, 0.0, 80.6]"
0.0593345,"[-2.3, -2.2, 41.3]",0.320599,"[0.0, -13.4, 80.6]"
0.435928,"[13.4, 0.0, 80.6]",0.164623,"[0.0, -13.4, 80.6]"
0.359649,"[13.4, 0.0, 80.6]",0.316254,"[0.0, 13.4, 80.6]"
0.329971,"[13.4, 0.0, 80.6]",0.344165,"[0.0, 13.4, 80.6]"
0.383451,"[0.0, 13.4, 80.6]",0.303236,"[13.4, 0.0, 80.6]"
0.356735,"[-13.4, 0.0, 80.6]",0.349011,"[13.4, 0.0, 80.6]"
0.387883,"[0.0, 13.4, 80.6]",0.294264,"[-13.4, 0.0, 80.6]"
0.190402,"[-2.3, -2.2, 41.3]",0.162048,"[0.0, 13.4, 80.6]"
0.0730613,"[-2.3, -2.2, 41.3]",0.568855,"[0.0, -13.4, 80.6]"
0.411365,"[0.0, 13.4, 80.6]",0.275861,"[-13.4, 0.0, 80.6]"
0.343391,"[-13.4, 0.0, 80.6]",0.294192,"[0.0, -13.4, 80.6]"
0.396781,"[0.0, 13.4, 80.6]",0.219877,"[-13.4, 0.0, 80.6]"
0.27431,"[10.6, 2.7, 39.2]",0.398982,"[0.0, 13.4, 80.6]"
0.400657,"[13.4, 0.0, 80.6]",0.23711,"[0.0, 13.4, 80.6]"
0.384991,"[0.0, 13.4, 80.6]",0.367555,"[13.4, 0.0, 80.6]"
0.406591,"[-13.4, 0.0, 80.6]",0.307849,"[0.0, 13.4, 80.6]"
0.434074,"[13.4, 0.0, 80.6]",0.2711,"[0.0, -13.4, 80.6]"
0.194915,"[-3.2, 3.5, 39.6]",0.478673,"[13.4, 0.0, 80.6]"
0.363921,"[13.4, 0.0, 80.6]",0.24629,"[0.0, -13.4, 80.6]"
0.348049,"[0.0, 13.4, 80.6]",0.10504,"[13.4, 0.0, 80.6]"
0.387577,"[13.4, 0.0, 80.6]",0.300089,"[0.0, 13.4, 80.6]"
0.405883,"[0.0, 13.4, 80.6]",0.285373,"[-13.4, 0.0, 80.6]"
0.342139,"[0.0, 13.4, 80.6]",0.271975,"[13.4, 0.0, 80.6]"
0.41095,"[-2.3, -2.2, 41.3]",0.286919,"[10.6, 2.7, 39.2]"
0.412315,"[13.4, 0.0, 80.6]",0.272987,"[0.0, -13.4, 80.6]"
0.412088,"[0.0, 13.4, 80.6]",0.238286,"[13.4, 0.0, 80.6]"
0.412635,"[13.4, 0.0, 80.6]",0.284577,"[0.0, -13.4, 80.6]"
0.328096,"[0.0, 13.4, 80.6]",0.0118361,"[-13.4, 0.0, 80.6]"
0.386754,"[0.0, -13.4, 80.6]",0.291393,"[13.4, 0.0, 80.6]"
0.421867,"[13.4, 0.0, 80.6]",0.224856,"[0.0, -13.4, 80.6]"
0.41975,"[13.4, 0.0, 80.6]",0.20335,"[0.0, -13.4, 80.6]"
0.367004,"[0.0, 13.4, 80.6]",0.271752,"[13.4, 0.0, 80.6]"
0.362785,"[0.0, -13.4, 80.6]",0.275657,"[-13.4, 0.0, 80.6]"
0.380769,"[0.0, -13.4, 80.6]",0.255643,"[13.4, 0.0, 80.6]"
0.333925,"[0.0, -13.4, 80.6]",0.0978032,"[-13.4, 0.0, 80.6]"
0.150845,"[-3.2, 3.5, 39.6]",0.492324,"[13.4, 0.0, 80.6]"
0.427739,"[10.6, 2.7, 39.2]",0.24436,"[3.4, -5.0, 40.8]"
0.425645,"[0.0, -13.4, 80.6]",0.260386,"[-13.4, 0.0, 80.6]"
0.116203,"[-3.2, 3.5, 39.6]",0.564347,"[0.0, 13.4, 80.6]"
0.352914,"[13.4, 0.0, 80.6]",0.341352,"[0.0, -13.4, 80.6]"
0.345507,"[-13.4, 0.0, 80.6]",0.34329,"[0.0, 13.4, 80.6]"
0.419291,"[-13.4, 0.0, 80.6]",0.298732,"[0.0, -13.4, 80.6]"
0.369568,"[0.0, -13.4, 80.6]",0.219281,"[-13.4, 0.0, 80.6]"
0.438378,"[0.0, -13.4, 80.6]",0.212179,"[13.4, 0.0, 80.6]"
0.365619,"[13.4, 0.0, 80.6]",0.311547,"[0.0, 13.4, 80.6]"
0.320708,"[10.6, 2.7, 39.2]",0.316265,"[-13.4, 0.0, 80.6]"
0.366516,"[0.0, 13.4, 80.6]",0.311952,"[13.4, 0.0, 80.6]"
0.372675,"[0.0, -13.4, 80.6]",0.273976,"[-13.4, 0.0, 80.6]"
0.393408,"[13.4, 0.0, 80.6]",0.255347,"[0.0, 13.4, 80.6]"
0.34506,"[13.4, 0.0, 80.6]",0.333334,"[0.0, -13.4, 80.6]"
0.406728,"[13.4, 0.0, 80.6]",0.213368,"[0.0, -13.4, 80.6]"
0.425029,"[0.0, -13.4, 80.6]",0.213103,"[-13.4, 0.0, 80.6]"
0.388127,"[13.4, 0.0, 80.6]",0.228676,"[0.0, 13.4, 80.6]"
0.337268,"[0.0, 13.4, 80.6]",0.341908,"[13.4, 0.0, 80.6]"
0.362499,"[0.0, -13.4, 80.6]",0.26987,"[-13.4, 0.0, 80.6]"
0.34206,"[0.0, 13.4, 80.6]",0.267312,"[13.4, 0.0, 80.6]"
0.397643,"[13.4, 0.0, 80.6]",0.309589,"[-13.4, 0.0, 80.6]"
0.369822,"[-13.4, 0.0, 80.6]",0.33896,"[0.0, -13.4, 80.6]"
0.387628,"[13.4, 0.0, 80.6]",0.243508,"[0.0, -13.4, 80.6]"
0.405812,"[-2.3, -2.2, 41.3]",0.242781,"[-3.2, 3.5, 39.6]"
0.407929,"[13.4, 0.0, 80.6]",0.241601,"[0.0, -13.4, 80.6]"
0.332826,"[-13.4, 0.0, 80.6]",0.0450764,"[0.0, 13.4, 80.6]"
0.366539,"[-13.4, 0.0, 80.6]",0.375447,"[0.0, -13.4, 80.6]"
0.423676,"[13.4, 0.0, 80.6]",0.267828,"[0.0, 13.4, 80.6]"
0.144088,"[-2.3, -2.2, 41.3]",0.538046,"[13.4, 0.0, 80.6]"
0.34788,"[0.0, 13.4, 80.6]",0.162049,"[-13.4, 0.0, 80.6]"
0.410774,"[0.0, 13.4, 80.6]",0.0907403,"[0.0, -13.4, 80.6]"
0.397991,"[0.0, -13.4, 80.6]",0.309363,"[13.4, 0.0, 80.6]"
0.364788,"[13.4, 0.0, 80.6]",0.268224,"[0.0, 13.4, 80.6]"
0.0255348,"[-2.3, -2.2, 41.3]",0.0135179,"[13.4, 0.0, 80.6]"
0.37569,"[-13.4, 0.0, 80.6]",0.232898,"[0.0, 13.4, 80.6]"
0.372725,"[-13.4, 0.0, 80.6]",0.277852,"[0.0, -13.4, 80.6]"
0.413268,"[13.4, 0.0, 80.6]",0.210233,"[0.0, -13.4, 80.6]"
0.368009,"[13.4, 0.0, 80.6]",0.265136,"[0.0, 13.4, 80.6]"
0.0736909,"[-3.2, 3.5, 39.6]",0.600409,"[0.0, 13.4, 80.6]"
0.0609917,"[-2.3, -2.2, 41.3]",0.194264,"[0.0, -13.4, 80.6]"
0.39405,"[-13.4, 0.0, 80.6]",0.199734,"[0.0, -13.4, 80.6]"
0.431048,"[13.4, 0.0, 80.6]",0.241777,"[0.0, -13.4, 80.6]"
0.400647,"[13.4, 0.0, 80.6]",0.25125,"[0.0, 13.4, 80.6]"
0.372703,"[13.4, 0.0, 80.6]",0.251834,"[0.0, -13.4, 80.6]"
0.374827,"[13.4, 0.0, 80.6]",0.306155,"[-13.4, 0.0, 80.6]"
0.335815,"[-13.4, 0.0, 80.6]",0.306933,"[0.0, -13.4, 80.6]"
0.378465,"[13.4, 0.0, 80.6]",0.263832,"[0.0, 13.4, 80.6]"
0.408152,"[-13.4, 0.0, 80.6]",0.266421,"[0.0, 13.4, 80.6]"
0.353683,"[13.4, 0.0, 80.6]",0.281046,"[-13.4, 0.0, 80.6]"
0.142763,"[-2.3, -2.2, 41.3]",0.347578,"[0.0, 13.4, 80.6]"
0.376557,"[0.0, 13.4, 80.6]",0.257108,"[0.0, -13.4, 80.6]"
0.353341,"[-13.4, 0.0, 80.6]",0.0767048,"[0.0, 13.4, 80.6]"
0.35087,"[0.0, 13.4, 80.6]",0.331797,"[13.4, 0.0, 80.6]"
0.35983,"[0.0, 13.4, 80.6]",0.341263,"[13.4, 0.0, 80.6]"
0.399099,"[0.0, 13.4, 80.6]",0.297542,"[0.0, -13.4, 80.6]"
0.383631,"[0.0, -13.4, 80.6]",0.301669,"[13.4, 0.0, 80.6]"
0.341734,"[0.0, -13.4, 80.6]",0.309927,"[-13.4, 0.0, 80.6]"
0.37403,"[-13.4, 0.0, 80.6]",0.320853,"[13.4, 0.0, 80.6]"
0.190336,"[-2.3, -2.2, 41.3]",0.229757,"[0.0, 13.4, 80.6]"
0.406299,"[13.4, 0.0, 80.6]",0.266392,"[0.0, 13.4, 80.6]"
0.409062,"[13.4, 0.0, 80.6]",0.207525,"[-13.4, 0.0, 80.6]"
0.416808,"[13.4, 0.0, 80.6]",0.154309,"[0.0, 13.4, 80.6]"
0.37219,"[-13.4, 0.0, 80.6]",0.345929,"[13.4, 0.0, 80.6]"
0.352006,"[-13.4, 0.0, 80.6]",0.367698,"[0.0, -13.4, 80.6]"
0.419718,"[0.0, 13.4, 80.6]",0.256299,"[0.0, -13.4, 80.6]"
0.337819,"[-13.4, 0.0, 80.6]",0.311831,"[0.0, -13.4, 80.6]"
0.411653,"[0.0, -13.4, 80.6]",0.280223,"[0.0, 13.4, 80.6]"
0.354656,"[0.0, 13.4, 80.6]",0.26149,"[0.0, -13.4, 80.6]"
0.382168,"[-13.4, 0.0, 80.6]",0.210389,"[0.0, -13.4, 80.6]"
0.40458,"[0.0, 13.4, 80.6]",0.211955,"[-13.4, 0.0, 80.6]"
0.336605,"[0.0, -13.4, 80.6]",0.360455,"[13.4, 0.0, 80.6]"
0.353095,"[13.4, 0.0, 80.6]",0.214076,"[-13.4, 0.0, 80.6]"
0.372465,"[13.4, 0.0, 80.6]",0.311996,"[0.0, -13.4, 80.6]"
0.416,"[0.0, 13.4, 80.6]",0.00224954,"[0.0, -13.4, 80.6]"
0.362222,"[13.4, 0.0, 80.6]",0.168208,"[-13.4, 0.0, 80.6]"
0.400641,"[0.0, 13.4, 80.6]",0.273213,"[-13.4, 0.0, 80.6]"
0.355478,"[0.0, 13.4, 80.6]",0.340155,"[0.0, -13.4, 80.6]"
0.354474,"[-13.4, 0.0, 80.6]",0.170618,"[0.0, 13.4, 80.6]"
0.412896,"[13.4, 0.0, 80.6]",0.279554,"[0.0, -13.4, 80.6]"
0.354497,"[13.4, 0.0, 80.6]",0.243384,"[0.0, -13.4, 80.6]"
0.389355,"[0.0, 13.4, 80.6]",0.218933,"[-13.4, 0.0, 80.6]"
0.382806,"[13.4, 0.0, 80.6]",0.24515,"[0.0, 13.4, 80.6]"
0.35136,"[-13.4, 0.0, 80.6]",0.299421,"[13.4, 0.0, 80.6]"
0.34383,"[0.0, -13.4, 80.6]",0.2282,"[-13.4, 0.0, 80.6]"
0.350226,"[13.4, 0.0, 80.6]",0.112078,"[-13.4, 0.0, 80.6]"
0.350226,"[13.4, 0.0, 80.6]",0.230095,"[0.0, -13.4, 80.6]"
0.369618,"[0.0, 13.4, 80.6]",0.315151,"[13.4, 0.0, 80.6]"
0.340009,"[0.0, -13.4, 80.6]",0.0385185,"[-13.4, 0.0, 80.6]"
0.329521,"[13.4, 0.0, 80.6]",0.307622,"[0.0, 13.4, 80.6]"
0.403279,"[13.4, 0.0, 80.6]",0.231943,"[0.0, 13.4, 80.6]"
0.400542,"[0.0, -13.4, 80.6]",0.282427,"[-13.4, 0.0, 80.6]"
0.0800158,"[-2.3, -2.2, 41.3]",0.230605,"[13.4, 0.0, 80.6]"
0.364442,"[13.4, 0.0, 80.6]",0.325653,"[0.0, 13.4, 80.6]"
0.432671,"[13.4, 0.0, 80.6]",0.117641,"[-13.4, 0.0, 80.6]"
0.388408,"[0.0, -13.4, 80.6]",0.240774,"[13.4, 0.0, 80.6]"
0.376495,"[-13.4, 0.0, 80.6]",0.302569,"[13.4, 0.0, 80.6]"
0.36456,"[0.0, 13.4, 80.6]",0.27268,"[13.4, 0.0, 80.6]"
0.102383,"[-3.2, 3.5, 39.6]",0.0211407,"[0.0, 13.4, 80.6]"
0.369154,"[-13.4, 0.0, 80.6]",0.0237947,"[0.0, -13.4, 80.6]"
0.336227,"[13.4, 0.0, 80.6]",0.309822,"[0.0, -13.4, 80.6]"
0.389324,"[13.4, 0.0, 80.6]",0.252609,"[0.0, -13.4, 80.6]"
0.377111,"[0.0, 13.4, 80.6]",0.26441,"[-13.4, 0.0, 80.6]"
0.389839,"[0.0, 13.4, 80.6]",0.283059,"[-13.4, 0.0, 80.6]"
0.0595793,"[-3.2, 3.5, 39.6]",0.632448,"[0.0, 13.4, 80.6]"
0.417807,"[0.0, 13.4, 80.6]",0.303065,"[13.4, 0.0, 80.6]"
0.368565,"[0.0, 13.4, 80.6]",0.17832,"[13.4, 0.0, 80.6]"
0.405778,"[-2.3, -2.2, 41.3]",0.228775,"[-3.2, 3.5, 39.6]"
0.111167,"[-3.2, 3.5, 39.6]",0.274886,"[0.0, 13.4, 80.6]"
0.331606,"[-13.4, 0.0, 80.6]",0.300842,"[0.0, 13.4, 80.6]"
0.430381,"[-13.4, 0.0, 80.6]",0.253687,"[0.0, -13.4, 80.6]"
0.424912,"[0.0, 13.4, 80.6]",0.303419,"[-13.4, 0.0, 80.6]"
0.34074,"[13.4, 0.0, 80.6]",0.239886,"[0.0, -13.4, 80.6]"
0.351347,"[0.0, 13.4, 80.6]",0.326222,"[-13.4, 0.0, 80.6]"
0.19041,"[-3.2, 3.5, 39.6]",0.488529,"[13.4, 0.0, 80.6]"
0.360262,"[0.0, -13.4, 80.6]",0.0486744,"[-13.4, 0.0, 80.6]"
0.388994,"[10.6, 2.7, 39.2]",0.247408,"[3.4, -5.0, 40.8]"
0.379017,"[13.4, 0.0, 80.6]",0.271179,"[0.0, -13.4, 80.6]"
0.075227,"[-2.3, -2.2, 41.3]",0.0835281,"[0.0, -13.4, 80.6]"
0.374435,"[13.4, 0.0, 80.6]",0.246735,"[0.0, -13.4, 80.6]"
0.370249,"[13.4, 0.0, 80.6]",0.11282,"[0.0, -13.4, 80.6]"
0.397901,"[-13.4, 0.0, 80.6]",0.312223,"[0.0, 13.4, 80.6]"
0.328541,"[0.0, 13.4, 80.6]",0.31504,"[-13.4, 0.0, 80.6]"
0.123588,"[-3.2, 3.5, 39.6]",0.295416,"[0.0, 13.4, 80.6]"
0.105779,"[-2.3, -2.2, 41.3]",0.523835,"[13.4, 0.0, 80.6]"
0.367672,"[13.4, 0.0, 80.6]",0.26704,"[-13.4, 0.0, 80.6]"
0.414097,"[-13.4, 0.0, 80.6]",0.220717,"[13.4, 0.0, 80.6]"
0.383232,"[-13.4, 0.0, 80.6]",0.293635,"[0.0, -13.4, 80.6]"
0.387001,"[-13.4, 0.0, 80.6]",0.327002,"[0.0, -13.4, 80.6]"
0.363604,"[-13.4, 0.0, 80.6]",0.318465,"[0.0, 13.4, 80.6]"
0.423727,"[13.4, 0.0, 80.6]",0.224057,"[0.0, -13.4, 80.6]"
0.398673,"[0.0, -13.4, 80.6]",0.237871,"[-13.4, 0.0, 80.6]"
0.328177,"[-13.4, 0.0, 80.6]",0.384712,"[0.0, 13.4, 80.6]"
0.41507,"[0.0, -13.4, 80.6]",0.300196,"[-13.4, 0.0, 80.6]"
0.396452,"[0.0, 13.4, 80.6]",0.280867,"[-13.4, 0.0, 80.6]"
0.433413,"[13.4, 0.0, 80.6]",0.24262,"[0.0, 13.4, 80.6]"
0.348214,"[0.0, 13.4, 80.6]",0.330918,"[13.4, 0.0, 80.6]"
0.374137,"[-13.4, 0.0, 80.6]",0.315916,"[13.4, 0.0, 80.6]"
0.38689,"[13.4, 0.0, 80.6]",0.258783,"[0.0, 13.4, 80.6]"
0.328403,"[-13.4, 0.0, 80.6]",0.345962,"[0.0, 13.4, 80.6]"
0.360102,"[-13.4, 0.0, 80.6]",0.322758,"[0.0, -13.4, 80.6]"
0.34644,"[0.0, -13.4, 80.6]",0.246528,"[13.4, 0.0, 80.6]"
0.414237,"[0.0, -13.4, 80.6]",0.274206,"[-13.4, 0.0, 80.6]"
0.36622,"[0.0, -13.4, 80.6]",0.312543,"[13.4, 0.0, 80.6]"
0.407093,"[13.4, 0.0, 80.6]",0.308947,"[-13.4, 0.0, 80.6]"
0.377161,"[0.0, -13.4, 80.6]",0.222953,"[-13.4, 0.0, 80.6]"
0.338861,"[0.0, -13.4, 80.6]",0.301773,"[-13.4, 0.0, 80.6]"
0.334501,"[0.0, 13.4, 80.6]",0.308502,"[-13.4, 0.0, 80.6]"
0.362099,"[-13.4, 0.0, 80.6]",0.341069,"[0.0, 13.4, 80.6]"
0.386063,"[0.0, 13.4, 80.6]",0.261613,"[0.0, -13.4, 80.6]"
0.42987,"[0.0, 13.4, 80.6]",0.155529,"[13.4, 0.0, 80.6]"
0.403355,"[0.0, -13.4, 80.6]",0.292321,"[13.4, 0.0, 80.6]"
0.432194,"[0.0, -13.4, 80.6]",0.269594,"[13.4, 0.0, 80.6]"
0.339855,"[3.4, -5.0, 40.8]",0.346708,"[-2.3, -2.2, 41.3]"
0.376621,"[0.0, -13.4, 80.6]",0.308325,"[-13.4, 0.0, 80.6]"
0.349891,"[0.0, -13.4, 80.6]",0.263661,"[13.4, 0.0, 80.6]"
0.386468,"[0.0, -13.4, 80.6]",0.220614,"[13.4, 0.0, 80.6]"
0.418803,"[0.0, 13.4, 80.6]",0.230284,"[-13.4, 0.0, 80.6]"
0.428622,"[0.0, -13.4, 80.6]",0.295762,"[13.4, 0.0, 80.6]"
0.340307,"[13.4, 0.0, 80.6]",0.334073,"[0.0, -13.4, 80.6]"
0.366882,"[-13.4, 0.0, 80.6]",0.125034,"[0.0, 13.4, 80.6]"
0.342446,"[0.0, -13.4, 80.6]",0.288938,"[-13.4, 0.0, 80.6]"
0.384927,"[-13.4, 0.0, 80.6]",0.302373,"[0.0, -13.4, 80.6]"
0.42564,"[0.0, -13.4, 80.6]",0.258685,"[-13.4, 0.0, 80.6]"
0.0909985,"[-2.3, -2.2, 41.3]",0.342653,"[0.0, 13.4, 80.6]"
0.36746,"[13.4, 0.0, 80.6]",0.317792,"[-13.4, 0.0, 80.6]"
0.359605,"[13.4, 0.0, 80.6]",0.277622,"[0.0, -13.4, 80.6]"
0.396255,"[13.4, 0.0, 80.6]",0.293539,"[-13.4, 0.0, 80.6]"
0.408949,"[-13.4, 0.0, 80.6]",0.235387,"[0.0, -13.4, 80.6]"
0.341136,"[0.0, 13.4, 80.6]",0.331609,"[13.4, 0.0, 80.6]"
0.415465,"[0.0, 13.4, 80.6]",0.28894,"[13.4, 0.0, 80.6]"
0.358433,"[0.0, 13.4, 80.6]",0.335007,"[13.4, 0.0, 80.6]"
0.380031,"[13.4, 0.0, 80.6]",0.258042,"[0.0, 13.4, 80.6]"
0.0762606,"[-2.3, -2.2, 41.3]",0.602029,"[0.0, -13.4, 80.6]"
0.398682,"[13.4, 0.0, 80.6]",0.273321,"[0.0, 13.4, 80.6]"
0.403893,"[13.4, 0.0, 80.6]",0.235067,"[0.0, 13.4, 80.6]"
0.363763,"[-13.4, 0.0, 80.6]",0.311955,"[13.4, 0.0, 80.6]"
0.346609,"[0.0, -13.4, 80.6]",0.304805,"[-13.4, 0.0, 80.6]"
0.345642,"[13.4, 0.0, 80.6]",0.30332,"[-13.4, 0.0, 80.6]"
0.407488,"[0.0, 13.4, 80.6]",0.240894,"[-13.4, 0.0, 80.6]"
0.421202,"[0.0, 13.4, 80.6]",0.226217,"[0.0, -13.4, 80.6]"
0.382599,"[0.0, -13.4, 80.6]",0.23136,"[-13.4, 0.0, 80.6]"
0.365963,"[13.4, 0.0, 80.6]",0.306438,"[0.0, -13.4, 80.6]"
0.380531,"[13.4, 0.0, 80.6]",0.256977,"[-13.4, 0.0, 80.6]"
0.353804,"[0.0, 13.4, 80.6]",0.286543,"[0.0, -13.4, 80.6]"
0.403407,"[13.4, 0.0, 80.6]",0.219836,"[-13.4, 0.0, 80.6]"
0.426121,"[13.4, 0.0, 80.6]",0.255186,"[0.0, 13.4, 80.6]"
0.355102,"[-13.4, 0.0, 80.6]",0.278369,"[0.0, 13.4, 80.6]"
0.414431,"[0.0, -13.4, 80.6]",0.0484751,"[0.0, 13.4, 80.6]"
0.380871,"[0.0, 13.4, 80.6]",0.298997,"[0.0, -13.4, 80.6]"
0.362616,"[0.0, 13.4, 80.6]",0.279323,"[13.4, 0.0, 80.6]"
0.349082,"[-13.4, 0.0, 80.6]",0.383115,"[0.0, 13.4, 80.6]"
0.387373,"[13.4, 0.0, 80.6]",0.239845,"[0.0, -13.4, 80.6]"
0.386401,"[-13.4, 0.0, 80.6]",0.255121,"[0.0, -13.4, 80.6]"
0.441444,"[0.0, 13.4, 80.6]",0.11956,"[0.0, -13.4, 80.6]"
0.373854,"[0.0, -13.4, 80.6]",0.221024,"[13.4, 0.0, 80.6]"
0.211954,"[-3.2, 3.5, 39.6]",0.188941,"[0.0, -13.4, 80.6]"
0.407365,"[0.0, -13.4, 80.6]",0.265649,"[-13.4, 0.0, 80.6]"
0.374327,"[13.4, 0.0, 80.6]",0.312128,"[-13.4, 0.0, 80.6]"
0.382965,"[0.0, -13.4, 80.6]",0.242577,"[-13.4, 0.0, 80.6]"
0.379813,"[0.0, -13.4, 80.6]",0.247661,"[-13.4, 0.0, 80.6]"
0.423337,"[-13.4, 0.0, 80.6]",0.277043,"[13.4, 0.0, 80.6]"
