scatter energy,scatter locations,absorption energies,absorption locations,scatter channels,absorption channels
0.05804878048780488,"[3.4, -5.0, 40.8]",0.595994277539342,"[0.0, -13.4, 80.6]",2,7
0.09869918699186993,"[3.4, -5.0, 40.8]",0.5659513590844063,"[0.0, -13.4, 80.6]",2,7
0.11302040816326529,"[-3.2, 3.5, 39.6]",0.5540579710144927,"[13.4, 0.0, 80.6]",0,6
0.411444921316166,"[0.0, -13.4, 80.6]",0.25140449438202245,"[-13.4, 0.0, 80.6]",7,4
0.08445378151260505,"[10.6, 2.7, 39.2]",0.578695652173913,"[13.4, 0.0, 80.6]",3,6
0.09106557377049179,"[-2.3, -2.2, 41.3]",0.561304347826087,"[13.4, 0.0, 80.6]",1,6
0.18485714285714286,"[-3.2, 3.5, 39.6]",0.46866952789699573,"[0.0, -13.4, 80.6]",0,7
0.3701680672268908,"[10.6, 2.7, 39.2]",0.28325203252032516,"[3.4, -5.0, 40.8]",3,2
0.38081967213114754,"[-2.3, -2.2, 41.3]",0.2811836734693877,"[-3.2, 3.5, 39.6]",1,0
0.16680672268907562,"[10.6, 2.7, 39.2]",0.49155937052932763,"[0.0, -13.4, 80.6]",3,7
0.438130081300813,"[3.4, -5.0, 40.8]",0.22647058823529412,"[10.6, 2.7, 39.2]",2,3
0.12634146341463415,"[3.4, -5.0, 40.8]",0.5258713136729223,"[0.0, 13.4, 80.6]",2,5
0.06975409836065573,"[-2.3, -2.2, 41.3]",0.5960869565217392,"[13.4, 0.0, 80.6]",1,6
0.39516393442622955,"[-2.3, -2.2, 41.3]",0.26536585365853654,"[3.4, -5.0, 40.8]",1,2
0.11861788617886179,"[3.4, -5.0, 40.8]",0.5351123595505618,"[-13.4, 0.0, 80.6]",2,4
0.2149593495934959,"[3.4, -5.0, 40.8]",0.449438202247191,"[-13.4, 0.0, 80.6]",2,4
0.3435656836461126,"[0.0, 13.4, 80.6]",0.32507246376811594,"[13.4, 0.0, 80.6]",5,6
0.3685507246376812,"[13.4, 0.0, 80.6]",0.29127324749642347,"[0.0, -13.4, 80.6]",6,7
0.23025210084033612,"[10.6, 2.7, 39.2]",0.43576537911301866,"[0.0, -13.4, 80.6]",3,7
0.4088235294117647,"[10.6, 2.7, 39.2]",0.2591428571428571,"[-3.2, 3.5, 39.6]",3,0
0.3770777479892762,"[0.0, 13.4, 80.6]",0.29127324749642347,"[0.0, -13.4, 80.6]",5,7
0.38426323319027184,"[0.0, -13.4, 80.6]",0.27144927536231883,"[13.4, 0.0, 80.6]",7,6
0.35405797101449277,"[13.4, 0.0, 80.6]",0.3155937052932761,"[0.0, -13.4, 80.6]",6,7
0.42696629213483145,"[-13.4, 0.0, 80.6]",0.23498659517426276,"[0.0, 13.4, 80.6]",4,5
0.38368852459016395,"[-2.3, -2.2, 41.3]",0.2766938775510204,"[-3.2, 3.5, 39.6]",1,0
0.39141630901287555,"[0.0, -13.4, 80.6]",0.26275362318840584,"[13.4, 0.0, 80.6]",7,6
0.40672268907563025,"[10.6, 2.7, 39.2]",0.25016326530612243,"[-3.2, 3.5, 39.6]",3,0
0.19955102040816325,"[-3.2, 3.5, 39.6]",0.4543633762517883,"[0.0, -13.4, 80.6]",0,7
0.40886178861788613,"[3.4, -5.0, 40.8]",0.257563025210084,"[10.6, 2.7, 39.2]",2,3
0.06524590163934425,"[-2.3, -2.2, 41.3]",0.5974248927038627,"[0.0, -13.4, 80.6]",1,7
0.03934959349593496,"[3.4, -5.0, 40.8]",0.6160228898426323,"[0.0, -13.4, 80.6]",2,7
0.4533613445378151,"[10.6, 2.7, 39.2]",0.21383673469387754,"[-3.2, 3.5, 39.6]",3,0
0.41647540983606557,"[-2.3, -2.2, 41.3]",0.24285714285714285,"[10.6, 2.7, 39.2]",1,3
0.08319327731092437,"[10.6, 2.7, 39.2]",0.5815942028985508,"[13.4, 0.0, 80.6]",3,6
0.3342696629213483,"[-13.4, 0.0, 80.6]",0.32989985693848356,"[0.0, -13.4, 80.6]",4,7
0.39991869918699186,"[3.4, -5.0, 40.8]",0.26260504201680673,"[10.6, 2.7, 39.2]",2,3
0.33848354792560803,"[0.0, -13.4, 80.6]",0.3279710144927536,"[13.4, 0.0, 80.6]",7,6
0.10118367346938775,"[-3.2, 3.5, 39.6]",0.5559370529327611,"[0.0, -13.4, 80.6]",0,7
0.3623324396782842,"[0.0, 13.4, 80.6]",0.306231884057971,"[13.4, 0.0, 80.6]",5,6
0.07180327868852458,"[-2.3, -2.2, 41.3]",0.5928954423592493,"[0.0, 13.4, 80.6]",1,5
0.41832653061224495,"[-3.2, 3.5, 39.6]",0.2438211382113821,"[3.4, -5.0, 40.8]",0,2
0.06322448979591837,"[-3.2, 3.5, 39.6]",0.5912921348314607,"[-13.4, 0.0, 80.6]",0,4
0.1256734693877551,"[-3.2, 3.5, 39.6]",0.540200286123033,"[0.0, -13.4, 80.6]",0,7
0.3885550786838341,"[0.0, -13.4, 80.6]",0.26855072463768115,"[13.4, 0.0, 80.6]",7,6
0.35695652173913045,"[13.4, 0.0, 80.6]",0.29985693848354794,"[0.0, -13.4, 80.6]",6,7
0.35278969957081546,"[0.0, -13.4, 80.6]",0.3188202247191011,"[-13.4, 0.0, 80.6]",7,4
0.07628571428571429,"[-3.2, 3.5, 39.6]",0.5772463768115942,"[13.4, 0.0, 80.6]",0,6
0.4044943820224719,"[-13.4, 0.0, 80.6]",0.2526466380543634,"[0.0, -13.4, 80.6]",4,7
0.11914285714285713,"[-3.2, 3.5, 39.6]",0.5482608695652174,"[13.4, 0.0, 80.6]",0,6
0.16170731707317074,"[3.4, -5.0, 40.8]",0.5056179775280899,"[-13.4, 0.0, 80.6]",2,4
0.11791836734693877,"[-3.2, 3.5, 39.6]",0.5381159420289855,"[13.4, 0.0, 80.6]",0,6
0.3670958512160229,"[0.0, -13.4, 80.6]",0.2893258426966292,"[-13.4, 0.0, 80.6]",7,4
0.3468032786885246,"[-2.3, -2.2, 41.3]",0.31617886178861787,"[3.4, -5.0, 40.8]",1,2
0.1566938775510204,"[-3.2, 3.5, 39.6]",0.5076811594202899,"[13.4, 0.0, 80.6]",0,6
0.37359550561797755,"[-13.4, 0.0, 80.6]",0.2872654155495979,"[0.0, 13.4, 80.6]",4,5
0.3308695652173913,"[13.4, 0.0, 80.6]",0.33133047210300426,"[0.0, -13.4, 80.6]",6,7
0.20756302521008405,"[10.6, 2.7, 39.2]",0.44662921348314605,"[-13.4, 0.0, 80.6]",3,4
0.41853932584269665,"[-13.4, 0.0, 80.6]",0.23766756032171582,"[0.0, 13.4, 80.6]",4,5
0.3673983739837398,"[3.4, -5.0, 40.8]",0.2865546218487395,"[10.6, 2.7, 39.2]",2,3
0.40924932975871314,"[0.0, 13.4, 80.6]",0.2526466380543634,"[0.0, -13.4, 80.6]",5,7
0.3999591836734694,"[-3.2, 3.5, 39.6]",0.26134453781512607,"[10.6, 2.7, 39.2]",0,3
0.04951219512195122,"[3.4, -5.0, 40.8]",0.6134782608695653,"[13.4, 0.0, 80.6]",2,6
0.1293469387755102,"[-3.2, 3.5, 39.6]",0.5244635193133047,"[0.0, -13.4, 80.6]",0,7
0.38712446351931334,"[0.0, -13.4, 80.6]",0.27808988764044945,"[-13.4, 0.0, 80.6]",7,4
0.35550724637681164,"[13.4, 0.0, 80.6]",0.307372654155496,"[0.0, 13.4, 80.6]",6,5
0.3642346208869814,"[0.0, -13.4, 80.6]",0.2946376811594203,"[13.4, 0.0, 80.6]",7,6
0.33286885245901643,"[-2.3, -2.2, 41.3]",0.3336585365853658,"[3.4, -5.0, 40.8]",1,2
0.3877142857142857,"[-3.2, 3.5, 39.6]",0.28,"[-2.3, -2.2, 41.3]",0,1
0.35550724637681164,"[13.4, 0.0, 80.6]",0.2984263233190272,"[0.0, -13.4, 80.6]",6,7
0.3651685393258427,"[-13.4, 0.0, 80.6]",0.3027181688125894,"[0.0, -13.4, 80.6]",4,7
0.35550724637681164,"[13.4, 0.0, 80.6]",0.30128755364806864,"[0.0, -13.4, 80.6]",6,7
0.1523577235772358,"[3.4, -5.0, 40.8]",0.5070224719101124,"[-13.4, 0.0, 80.6]",2,4
0.3806179775280899,"[-13.4, 0.0, 80.6]",0.2726752503576538,"[0.0, -13.4, 80.6]",4,7
0.09710204081632653,"[-3.2, 3.5, 39.6]",0.5673819742489271,"[0.0, -13.4, 80.6]",0,7
0.04504065040650407,"[3.4, -5.0, 40.8]",0.6131616595135909,"[0.0, -13.4, 80.6]",2,7
0.2130252100840336,"[10.6, 2.7, 39.2]",0.4410112359550562,"[-13.4, 0.0, 80.6]",3,4
0.2222689075630252,"[10.6, 2.7, 39.2]",0.4438202247191011,"[-13.4, 0.0, 80.6]",3,4
0.4218487394957983,"[10.6, 2.7, 39.2]",0.23424489795918366,"[-3.2, 3.5, 39.6]",3,0
0.13865546218487396,"[10.6, 2.7, 39.2]",0.5164879356568365,"[0.0, 13.4, 80.6]",3,5
0.36797752808988765,"[-13.4, 0.0, 80.6]",0.2912868632707775,"[0.0, 13.4, 80.6]",4,5
0.06764705882352941,"[10.6, 2.7, 39.2]",0.6022788203753351,"[0.0, 13.4, 80.6]",3,5
0.3726890756302521,"[10.6, 2.7, 39.2]",0.2816260162601626,"[3.4, -5.0, 40.8]",3,2
0.3869672131147541,"[-2.3, -2.2, 41.3]",0.26608163265306123,"[-3.2, 3.5, 39.6]",1,0
0.3584057971014493,"[13.4, 0.0, 80.6]",0.300561797752809,"[-13.4, 0.0, 80.6]",6,4
0.3881967213114754,"[-2.3, -2.2, 41.3]",0.2836326530612245,"[-3.2, 3.5, 39.6]",1,0
0.3585121602288984,"[0.0, -13.4, 80.6]",0.3061797752808989,"[-13.4, 0.0, 80.6]",7,4
0.38648979591836735,"[-3.2, 3.5, 39.6]",0.2665853658536585,"[3.4, -5.0, 40.8]",0,2
0.05016326530612245,"[-3.2, 3.5, 39.6]",0.6151685393258427,"[-13.4, 0.0, 80.6]",0,4
0.09506122448979593,"[-3.2, 3.5, 39.6]",0.5584057971014493,"[13.4, 0.0, 80.6]",0,6
0.13710204081632651,"[-3.2, 3.5, 39.6]",0.5163768115942029,"[13.4, 0.0, 80.6]",0,6
0.37305630026809655,"[0.0, 13.4, 80.6]",0.2794943820224719,"[-13.4, 0.0, 80.6]",5,4
0.08655737704918032,"[-2.3, -2.2, 41.3]",0.5759656652360515,"[0.0, -13.4, 80.6]",1,7
0.18907563025210083,"[10.6, 2.7, 39.2]",0.47752808988764045,"[-13.4, 0.0, 80.6]",3,4
0.12648979591836734,"[-3.2, 3.5, 39.6]",0.5344778254649499,"[0.0, -13.4, 80.6]",0,7
0.3301608579088472,"[0.0, 13.4, 80.6]",0.3236231884057971,"[13.4, 0.0, 80.6]",5,6
0.1283739837398374,"[3.4, -5.0, 40.8]",0.5337078651685393,"[-13.4, 0.0, 80.6]",2,4
0.35252808988764045,"[-13.4, 0.0, 80.6]",0.3020107238605898,"[0.0, 13.4, 80.6]",4,5
0.3516085790884719,"[0.0, 13.4, 80.6]",0.30188405797101453,"[13.4, 0.0, 80.6]",5,6
0.3894262295081967,"[-2.3, -2.2, 41.3]",0.26322448979591834,"[-3.2, 3.5, 39.6]",1,0
0.1356910569105691,"[3.4, -5.0, 40.8]",0.5272117962466488,"[0.0, 13.4, 80.6]",2,5
0.3960674157303371,"[-13.4, 0.0, 80.6]",0.25777479892761396,"[0.0, 13.4, 80.6]",4,5
0.4068292682926829,"[3.4, -5.0, 40.8]",0.2636065573770492,"[-2.3, -2.2, 41.3]",2,1
0.40077551020408164,"[-3.2, 3.5, 39.6]",0.2542016806722689,"[10.6, 2.7, 39.2]",0,3
0.13873469387755102,"[-3.2, 3.5, 39.6]",0.5192753623188406,"[13.4, 0.0, 80.6]",0,6
0.1672268907563025,"[10.6, 2.7, 39.2]",0.4887640449438202,"[-13.4, 0.0, 80.6]",3,4
0.37521008403361344,"[10.6, 2.7, 39.2]",0.2783739837398374,"[3.4, -5.0, 40.8]",3,2
0.406231884057971,"[13.4, 0.0, 80.6]",0.26447721179624667,"[0.0, 13.4, 80.6]",6,5
0.15195121951219512,"[3.4, -5.0, 40.8]",0.5097855227882038,"[0.0, 13.4, 80.6]",2,5
0.43576537911301866,"[0.0, -13.4, 80.6]",0.2303370786516854,"[-13.4, 0.0, 80.6]",7,4
0.07590163934426229,"[-2.3, -2.2, 41.3]",0.5773962804005722,"[0.0, -13.4, 80.6]",1,7
0.38712446351931334,"[0.0, -13.4, 80.6]",0.2808988764044944,"[-13.4, 0.0, 80.6]",7,4
0.10154471544715447,"[3.4, -5.0, 40.8]",0.5589887640449438,"[-13.4, 0.0, 80.6]",2,4
0.3938211382113821,"[3.4, -5.0, 40.8]",0.262,"[-3.2, 3.5, 39.6]",2,0
0.44246376811594207,"[13.4, 0.0, 80.6]",0.2247191011235955,"[-13.4, 0.0, 80.6]",6,4
0.13121951219512196,"[3.4, -5.0, 40.8]",0.5258713136729223,"[0.0, 13.4, 80.6]",2,5
0.4014306151645208,"[0.0, -13.4, 80.6]",0.26420289855072465,"[13.4, 0.0, 80.6]",7,6
0.4117959183673469,"[-3.2, 3.5, 39.6]",0.2511382113821138,"[3.4, -5.0, 40.8]",0,2
0.36420289855072463,"[13.4, 0.0, 80.6]",0.30603217158176943,"[0.0, 13.4, 80.6]",6,5
0.048699186991869925,"[3.4, -5.0, 40.8]",0.6174535050071531,"[0.0, -13.4, 80.6]",2,7
0.0680672268907563,"[10.6, 2.7, 39.2]",0.597536231884058,"[13.4, 0.0, 80.6]",3,6
0.07754098360655737,"[-2.3, -2.2, 41.3]",0.5915549597855227,"[0.0, 13.4, 80.6]",1,5
0.3690348525469169,"[0.0, 13.4, 80.6]",0.2873913043478261,"[13.4, 0.0, 80.6]",5,6
0.3728985507246377,"[13.4, 0.0, 80.6]",0.2927038626609442,"[0.0, -13.4, 80.6]",6,7
0.3651685393258427,"[-13.4, 0.0, 80.6]",0.2931884057971015,"[13.4, 0.0, 80.6]",4,6
0.09544715447154473,"[3.4, -5.0, 40.8]",0.5627536231884058,"[13.4, 0.0, 80.6]",2,6
0.05682926829268293,"[3.4, -5.0, 40.8]",0.6004347826086956,"[13.4, 0.0, 80.6]",2,6
0.05057142857142857,"[-3.2, 3.5, 39.6]",0.6022788203753351,"[0.0, 13.4, 80.6]",0,5
0.34992846924177395,"[0.0, -13.4, 80.6]",0.3105797101449276,"[13.4, 0.0, 80.6]",7,6
0.405722460658083,"[0.0, -13.4, 80.6]",0.2656521739130435,"[13.4, 0.0, 80.6]",7,6
0.21218487394957983,"[10.6, 2.7, 39.2]",0.4438202247191011,"[-13.4, 0.0, 80.6]",3,4
0.4171020408163265,"[-3.2, 3.5, 39.6]",0.2411764705882353,"[10.6, 2.7, 39.2]",0,3
0.37959349593495934,"[3.4, -5.0, 40.8]",0.2816393442622951,"[-2.3, -2.2, 41.3]",2,1
0.09475409836065574,"[-2.3, -2.2, 41.3]",0.5646067415730337,"[-13.4, 0.0, 80.6]",1,4
0.38712446351931334,"[0.0, -13.4, 80.6]",0.2728985507246377,"[13.4, 0.0, 80.6]",7,6
0.36099195710455767,"[0.0, 13.4, 80.6]",0.29775280898876405,"[-13.4, 0.0, 80.6]",5,4
0.4228163265306123,"[-3.2, 3.5, 39.6]",0.23823529411764705,"[10.6, 2.7, 39.2]",0,3
0.14680327868852458,"[-2.3, -2.2, 41.3]",0.5236231884057971,"[13.4, 0.0, 80.6]",1,6
0.4105898123324397,"[0.0, 13.4, 80.6]",0.2555072463768116,"[13.4, 0.0, 80.6]",5,6
0.40975510204081633,"[-3.2, 3.5, 39.6]",0.24585365853658533,"[3.4, -5.0, 40.8]",0,2
0.3670958512160229,"[0.0, -13.4, 80.6]",0.2917391304347826,"[13.4, 0.0, 80.6]",7,6
0.11546938775510203,"[-3.2, 3.5, 39.6]",0.5387696709585122,"[0.0, -13.4, 80.6]",0,7
0.37305630026809655,"[0.0, 13.4, 80.6]",0.2946376811594203,"[13.4, 0.0, 80.6]",5,6
0.4035772357723577,"[3.4, -5.0, 40.8]",0.25581967213114754,"[-2.3, -2.2, 41.3]",2,1
0.4172922252010724,"[0.0, 13.4, 80.6]",0.2526086956521739,"[13.4, 0.0, 80.6]",5,6
0.4181147540983607,"[-2.3, -2.2, 41.3]",0.24159183673469387,"[-3.2, 3.5, 39.6]",1,0
0.39762295081967214,"[-2.3, -2.2, 41.3]",0.26485714285714285,"[-3.2, 3.5, 39.6]",1,0
0.08737704918032786,"[-2.3, -2.2, 41.3]",0.5674262734584451,"[0.0, 13.4, 80.6]",1,5
0.10672268907563025,"[10.6, 2.7, 39.2]",0.5593833780160858,"[0.0, 13.4, 80.6]",3,5
0.35550724637681164,"[13.4, 0.0, 80.6]",0.30414878397711015,"[0.0, -13.4, 80.6]",6,7
0.11114754098360655,"[-2.3, -2.2, 41.3]",0.5555072463768116,"[13.4, 0.0, 80.6]",1,6
0.09791836734693878,"[-3.2, 3.5, 39.6]",0.5547752808988764,"[-13.4, 0.0, 80.6]",0,4
0.06008403361344538,"[10.6, 2.7, 39.2]",0.606231884057971,"[13.4, 0.0, 80.6]",3,6
0.1672950819672131,"[-2.3, -2.2, 41.3]",0.485656836461126,"[0.0, 13.4, 80.6]",1,5
0.4095081967213115,"[-2.3, -2.2, 41.3]",0.2460816326530612,"[-3.2, 3.5, 39.6]",1,0
0.22430894308943086,"[3.4, -5.0, 40.8]",0.4339887640449438,"[-13.4, 0.0, 80.6]",2,4
0.21974789915966386,"[10.6, 2.7, 39.2]",0.4457796852646638,"[0.0, -13.4, 80.6]",3,7
0.40581967213114756,"[-2.3, -2.2, 41.3]",0.24910569105691055,"[3.4, -5.0, 40.8]",1,2
0.38203252032520324,"[3.4, -5.0, 40.8]",0.27899159663865547,"[10.6, 2.7, 39.2]",2,3
0.14178861788617886,"[3.4, -5.0, 40.8]",0.5205093833780161,"[0.0, 13.4, 80.6]",2,5
0.3308695652173913,"[13.4, 0.0, 80.6]",0.324798927613941,"[0.0, 13.4, 80.6]",6,5
0.12281632653061224,"[-3.2, 3.5, 39.6]",0.545922746781116,"[0.0, -13.4, 80.6]",0,7
0.3970731707317073,"[3.4, -5.0, 40.8]",0.255,"[-2.3, -2.2, 41.3]",2,1
0.38712446351931334,"[0.0, -13.4, 80.6]",0.26710144927536233,"[13.4, 0.0, 80.6]",7,6
0.15398373983739838,"[3.4, -5.0, 40.8]",0.5071045576407507,"[0.0, 13.4, 80.6]",2,5
0.3705737704918033,"[-2.3, -2.2, 41.3]",0.2893469387755102,"[-3.2, 3.5, 39.6]",1,0
0.4542016806722689,"[10.6, 2.7, 39.2]",0.21016326530612245,"[-3.2, 3.5, 39.6]",3,0
0.3785407725321889,"[0.0, -13.4, 80.6]",0.2893258426966292,"[-13.4, 0.0, 80.6]",7,4
0.41596638655462187,"[10.6, 2.7, 39.2]",0.238734693877551,"[-3.2, 3.5, 39.6]",3,0
0.302,"[-3.2, 3.5, 39.6]",0.3566393442622951,"[-2.3, -2.2, 41.3]",0,1
0.14178861788617886,"[3.4, -5.0, 40.8]",0.5252808988764045,"[-13.4, 0.0, 80.6]",2,4
0.3073061224489796,"[-3.2, 3.5, 39.6]",0.3468032786885246,"[-2.3, -2.2, 41.3]",0,1
0.03609756097560976,"[3.4, -5.0, 40.8]",0.6331902718168813,"[0.0, -13.4, 80.6]",2,7
0.12812244897959182,"[-3.2, 3.5, 39.6]",0.5308695652173914,"[13.4, 0.0, 80.6]",0,6
0.40308988764044945,"[-13.4, 0.0, 80.6]",0.2524128686327078,"[0.0, 13.4, 80.6]",4,5
0.39955102040816326,"[-3.2, 3.5, 39.6]",0.25546218487394956,"[10.6, 2.7, 39.2]",0,3
0.3690348525469169,"[0.0, 13.4, 80.6]",0.29775280898876405,"[-13.4, 0.0, 80.6]",5,4
0.032032520325203255,"[3.4, -5.0, 40.8]",0.6246065808297568,"[0.0, -13.4, 80.6]",2,7
0.43679775280898875,"[-13.4, 0.0, 80.6]",0.2340486409155937,"[0.0, -13.4, 80.6]",4,7
0.44201680672268906,"[10.6, 2.7, 39.2]",0.21852459016393444,"[-2.3, -2.2, 41.3]",3,1
0.3422252010723861,"[0.0, 13.4, 80.6]",0.32162921348314605,"[-13.4, 0.0, 80.6]",5,4
0.14812244897959181,"[-3.2, 3.5, 39.6]",0.5216022889842633,"[0.0, -13.4, 80.6]",0,7
0.42016806722689076,"[10.6, 2.7, 39.2]",0.24240816326530612,"[-3.2, 3.5, 39.6]",3,0
0.34758713136729225,"[0.0, 13.4, 80.6]",0.3202247191011236,"[-13.4, 0.0, 80.6]",5,4
0.42975510204081635,"[-3.2, 3.5, 39.6]",0.22941176470588234,"[10.6, 2.7, 39.2]",0,3
0.32989985693848356,"[0.0, -13.4, 80.6]",0.3265217391304348,"[13.4, 0.0, 80.6]",7,6
0.35695652173913045,"[13.4, 0.0, 80.6]",0.30758426966292135,"[-13.4, 0.0, 80.6]",6,4
0.3779183673469388,"[-3.2, 3.5, 39.6]",0.2759016393442623,"[-2.3, -2.2, 41.3]",0,1
0.40689795918367344,"[-3.2, 3.5, 39.6]",0.24747899159663866,"[10.6, 2.7, 39.2]",0,3
0.12118367346938774,"[-3.2, 3.5, 39.6]",0.5502145922746782,"[0.0, -13.4, 80.6]",0,7
0.4047826086956522,"[13.4, 0.0, 80.6]",0.2564343163538874,"[0.0, 13.4, 80.6]",6,5
0.4157367668097282,"[0.0, -13.4, 80.6]",0.24705093833780162,"[0.0, 13.4, 80.6]",7,5
0.4584033613445378,"[10.6, 2.7, 39.2]",0.19995918367346938,"[-3.2, 3.5, 39.6]",3,0
0.35428954423592496,"[0.0, 13.4, 80.6]",0.300561797752809,"[-13.4, 0.0, 80.6]",5,4
0.45336065573770495,"[-2.3, -2.2, 41.3]",0.21587755102040815,"[-3.2, 3.5, 39.6]",1,0
0.04747967479674797,"[3.4, -5.0, 40.8]",0.6088698140200286,"[0.0, -13.4, 80.6]",2,7
0.21638655462184875,"[10.6, 2.7, 39.2]",0.44864091559370534,"[0.0, -13.4, 80.6]",3,7
0.3743967828418231,"[0.0, 13.4, 80.6]",0.2801449275362319,"[13.4, 0.0, 80.6]",5,6
0.3439130434782609,"[13.4, 0.0, 80.6]",0.3155937052932761,"[0.0, -13.4, 80.6]",6,7
0.41319672131147545,"[-2.3, -2.2, 41.3]",0.24240816326530612,"[-3.2, 3.5, 39.6]",1,0
0.36130434782608695,"[13.4, 0.0, 80.6]",0.2939678284182306,"[0.0, 13.4, 80.6]",6,5
0.39713876967095857,"[0.0, -13.4, 80.6]",0.26710144927536233,"[13.4, 0.0, 80.6]",7,6
0.09926229508196721,"[-2.3, -2.2, 41.3]",0.5598550724637681,"[13.4, 0.0, 80.6]",1,6
0.39141630901287555,"[0.0, -13.4, 80.6]",0.2617962466487936,"[0.0, 13.4, 80.6]",7,5
0.0751219512195122,"[3.4, -5.0, 40.8]",0.5856741573033708,"[-13.4, 0.0, 80.6]",2,4
0.08529411764705883,"[10.6, 2.7, 39.2]",0.5674262734584451,"[0.0, 13.4, 80.6]",3,5
0.163739837398374,"[3.4, -5.0, 40.8]",0.4923592493297587,"[0.0, 13.4, 80.6]",2,5
0.4012064343163539,"[0.0, 13.4, 80.6]",0.2569565217391305,"[13.4, 0.0, 80.6]",5,6
0.4093469387755102,"[-3.2, 3.5, 39.6]",0.24747899159663866,"[10.6, 2.7, 39.2]",0,3
0.4441176470588235,"[10.6, 2.7, 39.2]",0.20926829268292682,"[3.4, -5.0, 40.8]",3,2
0.10540983606557376,"[-2.3, -2.2, 41.3]",0.5580428954423593,"[0.0, 13.4, 80.6]",1,5
0.043821138211382116,"[3.4, -5.0, 40.8]",0.6170241286863271,"[0.0, 13.4, 80.6]",2,5
0.38203252032520324,"[3.4, -5.0, 40.8]",0.2804098360655738,"[-2.3, -2.2, 41.3]",2,1
0.31710204081632654,"[-3.2, 3.5, 39.6]",0.33696721311475414,"[-2.3, -2.2, 41.3]",0,1
0.3150612244897959,"[-3.2, 3.5, 39.6]",0.3386065573770492,"[-2.3, -2.2, 41.3]",0,1
0.36130434782608695,"[13.4, 0.0, 80.6]",0.30196629213483145,"[-13.4, 0.0, 80.6]",6,4
0.40459016393442626,"[-2.3, -2.2, 41.3]",0.26648979591836736,"[-3.2, 3.5, 39.6]",1,0
0.33848314606741575,"[-13.4, 0.0, 80.6]",0.3234584450402145,"[0.0, 13.4, 80.6]",4,5
0.4266756032171582,"[0.0, 13.4, 80.6]",0.2345505617977528,"[-13.4, 0.0, 80.6]",5,4
0.344206008583691,"[0.0, -13.4, 80.6]",0.3103932584269663,"[-13.4, 0.0, 80.6]",7,4
0.12118367346938774,"[-3.2, 3.5, 39.6]",0.5395652173913044,"[13.4, 0.0, 80.6]",0,6
0.41193029490616623,"[0.0, 13.4, 80.6]",0.2598314606741573,"[-13.4, 0.0, 80.6]",5,4
0.38853061224489793,"[-3.2, 3.5, 39.6]",0.2812295081967213,"[-2.3, -2.2, 41.3]",0,1
0.08361344537815125,"[10.6, 2.7, 39.2]",0.5741286863270778,"[0.0, 13.4, 80.6]",3,5
0.39608695652173914,"[13.4, 0.0, 80.6]",0.2684986595174263,"[0.0, 13.4, 80.6]",6,5
0.1004201680672269,"[10.6, 2.7, 39.2]",0.5607238605898124,"[0.0, 13.4, 80.6]",3,5
0.43086956521739134,"[13.4, 0.0, 80.6]",0.2345505617977528,"[-13.4, 0.0, 80.6]",6,4
0.33991416309012873,"[0.0, -13.4, 80.6]",0.31782608695652176,"[13.4, 0.0, 80.6]",7,6
0.34269662921348315,"[-13.4, 0.0, 80.6]",0.31130185979971386,"[0.0, -13.4, 80.6]",4,7
0.05804878048780488,"[3.4, -5.0, 40.8]",0.597536231884058,"[13.4, 0.0, 80.6]",2,6
0.13261224489795917,"[-3.2, 3.5, 39.6]",0.5244635193133047,"[0.0, -13.4, 80.6]",0,7
0.4081224489795918,"[-3.2, 3.5, 39.6]",0.25588235294117645,"[10.6, 2.7, 39.2]",0,3
0.4000819672131148,"[-2.3, -2.2, 41.3]",0.2566938775510204,"[-3.2, 3.5, 39.6]",1,0
0.344206008583691,"[0.0, -13.4, 80.6]",0.31927536231884057,"[13.4, 0.0, 80.6]",7,6
0.37179591836734693,"[-3.2, 3.5, 39.6]",0.2902459016393443,"[-2.3, -2.2, 41.3]",0,1
0.3848314606741573,"[-13.4, 0.0, 80.6]",0.26838340486409157,"[0.0, -13.4, 80.6]",4,7
0.433768115942029,"[13.4, 0.0, 80.6]",0.23735955056179775,"[-13.4, 0.0, 80.6]",6,4
0.11016326530612244,"[-3.2, 3.5, 39.6]",0.5439130434782609,"[13.4, 0.0, 80.6]",0,6
0.3989855072463768,"[13.4, 0.0, 80.6]",0.25407725321888414,"[0.0, -13.4, 80.6]",6,7
0.34129213483146065,"[-13.4, 0.0, 80.6]",0.31675603217158177,"[0.0, 13.4, 80.6]",4,5
0.14526530612244898,"[-3.2, 3.5, 39.6]",0.5244635193133047,"[0.0, -13.4, 80.6]",0,7
0.3623324396782842,"[0.0, 13.4, 80.6]",0.29608695652173916,"[13.4, 0.0, 80.6]",5,6
0.1750612244897959,"[-3.2, 3.5, 39.6]",0.4772532188841202,"[0.0, -13.4, 80.6]",0,7
0.4454471544715447,"[3.4, -5.0, 40.8]",0.2203673469387755,"[-3.2, 3.5, 39.6]",2,0
0.4747191011235955,"[-13.4, 0.0, 80.6]",0.17955102040816326,"[-3.2, 3.5, 39.6]",4,0
0.3301608579088472,"[0.0, 13.4, 80.6]",0.3300561797752809,"[-13.4, 0.0, 80.6]",5,4
0.19424489795918368,"[-3.2, 3.5, 39.6]",0.46294706723891277,"[0.0, -13.4, 80.6]",0,7
