scatter energy,scatter locations,absorption energies,absorption locations
0.14631147540983608,"[-9.9, 15.8, 6.4]",0.5513888888888889,"[-11.2, -0.3, 79.2]"
0.3108906882591093,"[18.0, -12.0, 6.6]",0.3381526104417671,"[2.8, 14.6, 78.9]"
0.19375527426160338,"[17.6, 13.6, 8.2]",0.6259705488621151,"[2.8, 14.6, 78.9]"
0.025400843881856542,"[17.6, 13.6, 8.2]",0.17916666666666667,"[-11.2, -0.3, 79.2]"
0.13518518518518519,"[-12.1, -11.7, 4.0]",0.4875,"[-11.2, -0.3, 79.2]"
0.10261603375527426,"[17.6, 13.6, 8.2]",0.5763888888888888,"[-11.2, -0.3, 79.2]"
0.11639344262295082,"[-9.9, 15.8, 6.4]",0.22838018741633198,"[2.8, 14.6, 78.9]"
0.13032388663967612,"[18.0, -12.0, 6.6]",0.36914119359534203,"[16.3, -0.4, 78.8]"
0.061902834008097166,"[18.0, -12.0, 6.6]",0.287627365356623,"[16.3, -0.4, 78.8]"
0.11598360655737705,"[-9.9, 15.8, 6.4]",0.4405633802816902,"[2.3, -14.6, 78.2]"
0.21707818930041153,"[-12.1, -11.7, 4.0]",0.3863453815261044,"[2.8, 14.6, 78.9]"
0.18688524590163935,"[-9.9, 15.8, 6.4]",0.43472222222222223,"[-11.2, -0.3, 79.2]"
0.13271604938271606,"[-12.1, -11.7, 4.0]",0.4983098591549296,"[2.3, -14.6, 78.2]"
0.17283400809716598,"[18.0, -12.0, 6.6]",0.44919941775836975,"[16.3, -0.4, 78.8]"
0.13271604938271606,"[-12.1, -11.7, 4.0]",0.6666666666666666,"[-11.2, -0.3, 79.2]"
0.17962962962962964,"[-12.1, -11.7, 4.0]",0.45065502183406114,"[16.3, -0.4, 78.8]"
0.1405349794238683,"[-12.1, -11.7, 4.0]",0.27016011644832605,"[16.3, -0.4, 78.8]"
0.28045267489711934,"[-12.1, -11.7, 4.0]",0.35555555555555557,"[-11.2, -0.3, 79.2]"
0.14835390946502058,"[-12.1, -11.7, 4.0]",0.5513888888888889,"[-11.2, -0.3, 79.2]"
0.12827868852459015,"[-9.9, 15.8, 6.4]",0.2847222222222222,"[-11.2, -0.3, 79.2]"
0.08538461538461539,"[18.0, -12.0, 6.6]",0.3502183406113537,"[16.3, -0.4, 78.8]"
0.35582995951417,"[18.0, -12.0, 6.6]",0.5817938420348059,"[2.8, 14.6, 78.9]"
0.04565400843881857,"[17.6, 13.6, 8.2]",0.22358078602620088,"[16.3, -0.4, 78.8]"
0.21864978902953588,"[17.6, 13.6, 8.2]",0.22647887323943663,"[2.3, -14.6, 78.2]"
0.28827004219409286,"[17.6, 13.6, 8.2]",0.42777777777777776,"[-11.2, -0.3, 79.2]"
0.24227848101265825,"[17.6, 13.6, 8.2]",0.3983935742971888,"[2.8, 14.6, 78.9]"
0.16886075949367088,"[17.6, 13.6, 8.2]",0.3327978580990629,"[2.8, 14.6, 78.9]"
0.11434426229508196,"[-9.9, 15.8, 6.4]",0.5148594377510041,"[2.8, 14.6, 78.9]"
0.2302469135802469,"[-12.1, -11.7, 4.0]",0.45863453815261046,"[2.8, 14.6, 78.9]"
0.17040485829959512,"[18.0, -12.0, 6.6]",0.3341365461847389,"[2.8, 14.6, 78.9]"
0.12037037037037036,"[-12.1, -11.7, 4.0]",0.49690140845070424,"[2.3, -14.6, 78.2]"
-0.020901639344262295,"[-9.9, 15.8, 6.4]",0.4,"[-11.2, -0.3, 79.2]"
0.12786885245901639,"[-9.9, 15.8, 6.4]",0.2763888888888889,"[-11.2, -0.3, 79.2]"
0.20360323886639675,"[18.0, -12.0, 6.6]",0.4157965194109773,"[2.8, 14.6, 78.9]"
0.17434599156118144,"[17.6, 13.6, 8.2]",0.47540029112081517,"[16.3, -0.4, 78.8]"
0.5631147540983606,"[-9.9, 15.8, 6.4]",0.660281690140845,"[2.3, -14.6, 78.2]"
0.18214574898785424,"[18.0, -12.0, 6.6]",0.4926760563380282,"[2.3, -14.6, 78.2]"
0.10102880658436214,"[-12.1, -11.7, 4.0]",0.327887323943662,"[2.3, -14.6, 78.2]"
0.13383966244725737,"[17.6, 13.6, 8.2]",0.2216867469879518,"[2.8, 14.6, 78.9]"
0.03641975308641975,"[-12.1, -11.7, 4.0]",0.18888888888888888,"[-11.2, -0.3, 79.2]"
0.14165991902834008,"[18.0, -12.0, 6.6]",0.49432314410480355,"[16.3, -0.4, 78.8]"
0.2740485829959514,"[18.0, -12.0, 6.6]",0.35138888888888886,"[-11.2, -0.3, 79.2]"
0.05137651821862348,"[18.0, -12.0, 6.6]",0.5791666666666667,"[-11.2, -0.3, 79.2]"
0.22540983606557377,"[-9.9, 15.8, 6.4]",0.3414847161572052,"[16.3, -0.4, 78.8]"
0.130042194092827,"[17.6, 13.6, 8.2]",0.20562248995983934,"[2.8, 14.6, 78.9]"
0.19291139240506328,"[17.6, 13.6, 8.2]",0.40844250363901025,"[16.3, -0.4, 78.8]"
0.25699588477366253,"[-12.1, -11.7, 4.0]",0.478311499272198,"[16.3, -0.4, 78.8]"
0.19591093117408906,"[18.0, -12.0, 6.6]",0.39166666666666666,"[-11.2, -0.3, 79.2]"
0.25573770491803277,"[-9.9, 15.8, 6.4]",0.3836972343522562,"[16.3, -0.4, 78.8]"
0.2697530864197531,"[-12.1, -11.7, 4.0]",0.43352112676056337,"[2.3, -14.6, 78.2]"
0.1380161943319838,"[18.0, -12.0, 6.6]",0.5097222222222222,"[-11.2, -0.3, 79.2]"
0.29333333333333333,"[17.6, 13.6, 8.2]",0.4921017402945114,"[2.8, 14.6, 78.9]"
0.10102880658436214,"[-12.1, -11.7, 4.0]",0.5419718309859155,"[2.3, -14.6, 78.2]"
0.43426160337552744,"[17.6, 13.6, 8.2]",0.3705967976710335,"[16.3, -0.4, 78.8]"
0.20761316872427985,"[-12.1, -11.7, 4.0]",0.41280931586608444,"[16.3, -0.4, 78.8]"
0.1808641975308642,"[-12.1, -11.7, 4.0]",0.44774381368267835,"[16.3, -0.4, 78.8]"
0.06928270042194093,"[17.6, 13.6, 8.2]",0.36732394366197185,"[2.3, -14.6, 78.2]"
0.29037974683544304,"[17.6, 13.6, 8.2]",0.4710334788937409,"[16.3, -0.4, 78.8]"
-0.019672131147540985,"[-9.9, 15.8, 6.4]",0.18888888888888888,"[-11.2, -0.3, 79.2]"
0.6516460905349795,"[-12.1, -11.7, 4.0]",0.35458515283842795,"[16.3, -0.4, 78.8]"
0.20637860082304527,"[-12.1, -11.7, 4.0]",0.4358768406961178,"[2.8, 14.6, 78.9]"
0.25614754098360654,"[-9.9, 15.8, 6.4]",0.55,"[-11.2, -0.3, 79.2]"
0.1469230769230769,"[18.0, -12.0, 6.6]",0.48704512372634645,"[16.3, -0.4, 78.8]"
-0.03278688524590164,"[-9.9, 15.8, 6.4]",0.1895582329317269,"[2.8, 14.6, 78.9]"
0.15286885245901638,"[-9.9, 15.8, 6.4]",0.48333333333333334,"[-11.2, -0.3, 79.2]"
0.07016460905349794,"[-12.1, -11.7, 4.0]",0.4363380281690141,"[2.3, -14.6, 78.2]"
0.3241803278688525,"[-9.9, 15.8, 6.4]",0.3013888888888889,"[-11.2, -0.3, 79.2]"
0.12037037037037036,"[-12.1, -11.7, 4.0]",0.49971830985915494,"[2.3, -14.6, 78.2]"
0.05493670886075949,"[17.6, 13.6, 8.2]",0.3954929577464789,"[2.3, -14.6, 78.2]"
0.5656378600823045,"[-12.1, -11.7, 4.0]",0.4305220883534137,"[2.8, 14.6, 78.9]"
0.1430327868852459,"[-9.9, 15.8, 6.4]",0.5001338688085676,"[2.8, 14.6, 78.9]"
0.17040485829959512,"[18.0, -12.0, 6.6]",0.30870147255689423,"[2.8, 14.6, 78.9]"
-0.02418032786885246,"[-9.9, 15.8, 6.4]",0.4,"[-11.2, -0.3, 79.2]"
0.15866396761133603,"[18.0, -12.0, 6.6]",0.4229985443959243,"[16.3, -0.4, 78.8]"
0.0505668016194332,"[18.0, -12.0, 6.6]",0.5947598253275109,"[16.3, -0.4, 78.8]"
0.11584362139917695,"[-12.1, -11.7, 4.0]",0.5250704225352113,"[2.3, -14.6, 78.2]"
0.22951417004048583,"[18.0, -12.0, 6.6]",0.3958333333333333,"[-11.2, -0.3, 79.2]"
0.15901639344262294,"[-9.9, 15.8, 6.4]",0.4710334788937409,"[16.3, -0.4, 78.8]"
0.0819409282700422,"[17.6, 13.6, 8.2]",0.2673239436619719,"[2.3, -14.6, 78.2]"
0.31527426160337557,"[17.6, 13.6, 8.2]",0.23492957746478874,"[2.3, -14.6, 78.2]"
0.1840506329113924,"[17.6, 13.6, 8.2]",0.4513888888888889,"[-11.2, -0.3, 79.2]"
0.2751028806584362,"[-12.1, -11.7, 4.0]",0.31521126760563384,"[2.3, -14.6, 78.2]"
0.16639344262295083,"[-9.9, 15.8, 6.4]",0.5152777777777777,"[-11.2, -0.3, 79.2]"
0.1323045267489712,"[-12.1, -11.7, 4.0]",0.49583333333333335,"[-11.2, -0.3, 79.2]"
0.13155737704918033,"[-9.9, 15.8, 6.4]",0.3327510917030568,"[16.3, -0.4, 78.8]"
0.29262295081967216,"[-9.9, 15.8, 6.4]",0.3347222222222222,"[-11.2, -0.3, 79.2]"
0.07607287449392713,"[18.0, -12.0, 6.6]",0.6500727802037846,"[16.3, -0.4, 78.8]"
0.17962962962962964,"[-12.1, -11.7, 4.0]",0.4521106259097526,"[16.3, -0.4, 78.8]"
0.1388888888888889,"[-12.1, -11.7, 4.0]",0.41805555555555557,"[-11.2, -0.3, 79.2]"
0.20641350210970463,"[17.6, 13.6, 8.2]",0.5292957746478874,"[2.3, -14.6, 78.2]"
0.11460905349794238,"[-12.1, -11.7, 4.0]",0.5123943661971831,"[2.3, -14.6, 78.2]"
0.1870042194092827,"[17.6, 13.6, 8.2]",0.45938864628820963,"[16.3, -0.4, 78.8]"
0.3487704918032787,"[-9.9, 15.8, 6.4]",0.2791666666666667,"[-11.2, -0.3, 79.2]"
0.23468354430379748,"[17.6, 13.6, 8.2]",0.3736111111111111,"[-11.2, -0.3, 79.2]"
0.1517813765182186,"[18.0, -12.0, 6.6]",0.24712182061579652,"[2.8, 14.6, 78.9]"
0.17476793248945147,"[17.6, 13.6, 8.2]",0.4532394366197183,"[2.3, -14.6, 78.2]"
0.13319672131147542,"[-9.9, 15.8, 6.4]",0.5523427041499331,"[2.8, 14.6, 78.9]"
0.0760337552742616,"[17.6, 13.6, 8.2]",0.31666666666666665,"[-11.2, -0.3, 79.2]"
0.27139240506329115,"[17.6, 13.6, 8.2]",0.375,"[-11.2, -0.3, 79.2]"
0.15246913580246912,"[-12.1, -11.7, 4.0]",0.4666666666666667,"[-11.2, -0.3, 79.2]"
0.2254655870445344,"[18.0, -12.0, 6.6]",0.4013888888888889,"[-11.2, -0.3, 79.2]"
0.14795081967213114,"[-9.9, 15.8, 6.4]",0.46111111111111114,"[-11.2, -0.3, 79.2]"
0.15286885245901638,"[-9.9, 15.8, 6.4]",0.5617135207496654,"[2.8, 14.6, 78.9]"
0.21762295081967212,"[-9.9, 15.8, 6.4]",0.4229985443959243,"[16.3, -0.4, 78.8]"
0.1469230769230769,"[18.0, -12.0, 6.6]",0.503943661971831,"[2.3, -14.6, 78.2]"
0.05740740740740741,"[-12.1, -11.7, 4.0]",0.2652777777777778,"[-11.2, -0.3, 79.2]"
0.18539094650205762,"[-12.1, -11.7, 4.0]",0.43901018922852986,"[16.3, -0.4, 78.8]"
0.2573770491803279,"[-9.9, 15.8, 6.4]",0.39097525473071326,"[16.3, -0.4, 78.8]"
0.6616877637130801,"[17.6, 13.6, 8.2]",0.2216867469879518,"[2.8, 14.6, 78.9]"
0.18237704918032788,"[-9.9, 15.8, 6.4]",0.14805890227576973,"[2.8, 14.6, 78.9]"
0.1730801687763713,"[17.6, 13.6, 8.2]",0.4385542168674699,"[2.8, 14.6, 78.9]"
0.15623481781376516,"[18.0, -12.0, 6.6]",0.2730713245997089,"[16.3, -0.4, 78.8]"
0.6221311475409836,"[-9.9, 15.8, 6.4]",0.5097222222222222,"[-11.2, -0.3, 79.2]"
0.18133603238866397,"[18.0, -12.0, 6.6]",0.4532394366197183,"[2.3, -14.6, 78.2]"
0.17729957805907173,"[17.6, 13.6, 8.2]",0.46800535475234273,"[2.8, 14.6, 78.9]"
0.19105263157894736,"[18.0, -12.0, 6.6]",0.2685408299866131,"[2.8, 14.6, 78.9]"
0.038114754098360654,"[-9.9, 15.8, 6.4]",0.26318607764390894,"[2.8, 14.6, 78.9]"
0.12786885245901639,"[-9.9, 15.8, 6.4]",0.5180555555555556,"[-11.2, -0.3, 79.2]"
0.2266393442622951,"[-9.9, 15.8, 6.4]",0.4011267605633803,"[2.3, -14.6, 78.2]"
0.24287449392712548,"[18.0, -12.0, 6.6]",0.22366197183098593,"[2.3, -14.6, 78.2]"
0.16675105485232067,"[17.6, 13.6, 8.2]",0.513520749665328,"[2.8, 14.6, 78.9]"
0.10491803278688525,"[-9.9, 15.8, 6.4]",0.4722222222222222,"[-11.2, -0.3, 79.2]"
0.270126582278481,"[17.6, 13.6, 8.2]",0.4027777777777778,"[-11.2, -0.3, 79.2]"
0.19444444444444445,"[-12.1, -11.7, 4.0]",0.4346433770014556,"[16.3, -0.4, 78.8]"
0.24449392712550608,"[18.0, -12.0, 6.6]",0.42918340026773766,"[2.8, 14.6, 78.9]"
0.19248945147679325,"[17.6, 13.6, 8.2]",0.43609898107714706,"[16.3, -0.4, 78.8]"
